DISTRICT,COUNTY,LATITUDE,LONGITUDE,OWNERSHIP,LOAD_RATING_AGENCY,BRIDGE_ID,OWNER,ADMINAREA,RATINGDATE,DECK_AREA,GFP,NHS,STATE_LOCAL,DECADE,SS_CODE,DECK_RATING,SUB_RATING,SUPER_RATING,ADT,FACILITY_CARRIED,FEATURE_INTERSECT,BRIDGE_DESCRIPTION,POSTED,GROSS_POSTING,SERVICE_ON,SERVICE_UNDER
District 06,Pendleton,38.757333658,-84.350977243,County,KYTC,096C00003N,02,3,2022-08-03,1232.0,Fair,No,Local,Over 75,,6,6,5,,FUQUA LN,BR OF HARRIS CREEK,2-SPANS (370;370) CONCRETE TEE BEAM,P Posted for load,18.0,1 Highway,5 Waterway
District 02,Ohio,37.53992205,-87.010681235,KYTC,KYTC,092B00168N,01,3,2023-05-11,2384.0,Poor,No,State,1970s,Rural Secondary,6,4,6,286.0,KY-2668,N FK BARNETT CK,(19.8-49.7-19.8CLR-SPAN) PRECAST-PRESTRESSED CONC.SPAN,P Posted for load,,1 Highway,5 Waterway
District 02,Ohio,37.401618817,-86.866439603,KYTC,KYTC,092B00169N,01,3,2018-05-10,1113.0,Poor,No,State,1960s,Supplemental Road,6,4,4,672.0,KY-2718,BRANCH OF THREELICK FORK,1-43.8 CLEAR-SPAN STEEL STRINGER SPAN,P Posted for load,,1 Highway,5 Waterway
District 02,Ohio,37.652139502,-86.725707642,KYTC,KYTC,092B00171N,01,3,2024-02-06,984.0,Fair,No,State,1980s,Rural Secondary,7,7,6,1034.0,KY-1700,ADAMS FORK,1-35.5' CLEAR PPCDU SPAN,P Posted for load,,1 Highway,5 Waterway
District 02,Ohio,37.419424799,-86.835038693,KYTC,KYTC,092B00173N,01,3,2025-03-17,2408.0,Fair,No,State,1970s,Supplemental Road,5,6,7,859.0,KY-6117,PIGEON CREEK,23-42-23 FT CONT PCIB SPANS-0 DEG SKEW,"A Open, no restriction",,1 Highway,5 Waterway
District 02,Ohio,37.564238416,-86.874348725,KYTC,KYTC,092B00174N,01,3,2023-05-12,1213.0,Fair,No,State,1980s,Rural Secondary,7,7,6,242.0,KY-1414,BRANCH OF STOVERS CR,1-45.5 PPC DECK UNIT,"A Open, no restriction",,1 Highway,5 Waterway
District 02,Ohio,37.500745923,-86.68610168,KYTC,KYTC,092B00175N,01,3,2023-11-29,1315.0,Fair,No,State,1980s,Rural Secondary,7,6,7,261.0,KY-505,MUDDY CREEK,1-49.5 PPC DECK UNIT,"A Open, no restriction",,1 Highway,5 Waterway
District 02,Ohio,37.394341323,-86.667198051,KYTC,KYTC,092B00177N,01,3,2022-10-28,877.0,Fair,No,State,1980s,Rural Secondary,7,5,5,121.0,KY-2713,N PRONG INDIAN CAMP CK,1-36 FT PRECAST PREST DECK UNIT,P Posted for load,,1 Highway,5 Waterway
District 02,Ohio,37.454945749,-86.912027322,KYTC,KYTC,092B00178N,01,3,2023-09-25,2088.0,Good,No,State,1990s,State Secondary,7,7,7,6771.0,US-231,ROUGH RIVER SLOUGH,1- 49       FT PRESTRESSED CONCRETE I-    BEAM SPANS,"A Open, no restriction",,1 Highway,5 Waterway
District 05,Oldham,38.329549175,-85.348907147,KYTC,KYTC,093B00051N,01,3,2022-08-03,959.0,Fair,No,State,1990s,Rural Secondary,N,N,N,581.0,KY 2859,TRIB TO FLOYDS FORK,DOUBLE (10x5x46 FT) RC BOX CULVERT,P Posted for load,22.0,1 Highway,5 Waterway
District 05,Oldham,38.377308165,-85.427715004,KYTC,KYTC,093B00052N,01,3,2025-01-23,5805.0,Fair,No,State,1990s,State Secondary,6,7,7,7042.0,KY 393,N FORK CURRYS FORK,2 (46-46 FT) CONT PPC TYPE II I-BEAM SPANS,"A Open, no restriction",,1 Highway,5 Waterway
District 05,Oldham,38.381438,-85.493027,KYTC,KYTC,093B00053N,01,3,2024-11-21,1441.0,Good,No,State,1990s,Rural Secondary,7,7,7,346.0,KY 1817,S FORK DARBY CREEK,1 (47 FT) PPC SPREAD BOX BEAM SPAN,"A Open, no restriction",,1 Highway,5 Waterway
District 05,Oldham,38.383363,-85.490537,KYTC,KYTC,093B00054N,01,3,2023-06-27,1374.0,Fair,No,State,1990s,Rural Secondary,7,6,7,346.0,KY 1817,DARBY FORK,1 (45 FT) PPC SPREAD BOX BEAM SPAN,"A Open, no restriction",,1 Highway,5 Waterway
District 05,Oldham,38.417387057,-85.448354463,County,KYTC,093C00007N,02,3,2024-09-18,818.0,Fair,No,Local,1970s,,6,6,6,,FENDLEY RD,N FORK CEDAR CREEK,1 (34 FT) PPC BOX BEAM SPAN,"A Open, no restriction",,1 Highway,5 Waterway
District 02,Ohio,37.463419515,-86.660682291,KYTC,KYTC,092B00037N,01,3,2022-10-10,1219.0,Fair,No,State,Over 75,State Secondary,5,5,5,550.0,US-62,BR CANEY CREEK,1-45 FT. R.C.D.G. SPAN,"A Open, no restriction",,1 Highway,5 Waterway
District 02,Ohio,37.463997467,-86.655372434,KYTC,KYTC,092B00038N,01,3,2022-09-07,4906.0,Fair,No,State,Over 75,State Secondary,5,5,5,550.0,US-62,CANEY CREEK,4-45 FT. R.C.D.G. SPANS,"A Open, no restriction",,1 Highway,5 Waterway
District 02,Ohio,37.42193053,-86.846856119,KYTC,KYTC,092B00039N,01,3,2019-10-30,482.94,Fair,No,State,Over 75,State Secondary,N,N,N,2678.0,US-62,BR MUDDY CREEK,DBL 10X4X40 RC CULVERT FILL= 3 FT BRL= GOOD,"A Open, no restriction",,1 Highway,5 Waterway
District 02,Ohio,37.428277974,-86.812091799,KYTC,KYTC,092B00040N,01,3,2019-10-30,1551.0,Fair,No,State,Over 75,State Secondary,N,N,N,2678.0,US-62,BR OF PIGEON CREEK,TRI 12X6X38 RC CULV-30 DEG SK FILL= 3 FT BRL= GOOD,"A Open, no restriction",,1 Highway,5 Waterway
District 02,Ohio,37.43269494,-86.806906423,KYTC,KYTC,092B00041N,01,3,2022-06-09,1193.0,Fair,No,State,Over 75,State Secondary,5,5,5,2678.0,US-62,ELMLICK CREEK,1-40 FT R.C.D.G. SPAN,P Posted for load,,1 Highway,5 Waterway
District 02,Ohio,37.439964702,-86.788980882,KYTC,CONTRACTOR,092B00042N,01,3,2017-11-07,518.34,Fair,No,State,Over 75,State Secondary,N,N,N,2678.0,US-62,BR OF PIGEON CREEK,DBL 8X7X86.5 RC CULV-45 DEG SK FILL= 8 FT BRL= GOOD,"A Open, no restriction",,1 Highway,5 Waterway
District 02,Ohio,37.451870359,-86.64358198,KYTC,KYTC,092B00043N,01,3,2016-09-12,518.34,Fair,No,State,Over 75,State Secondary,N,N,N,550.0,US-62,BR OF CANEY CREEK,DBL 10X5X62 RC CULV-30 DEG SK FILL= 6 FT BRL= GOOD,"A Open, no restriction",,1 Highway,5 Waterway
District 02,Ohio,37.335305685,-87.002724426,KYTC,KYTC,092B00050N,01,3,2024-11-12,49077.0,Fair,No,State,Over 75,State Secondary,5,5,5,1499.0,US-62,GREEN RIVER,"6-50RCDGS,7-117DK TRUS (200-299-200)CONT THRU-TRS",P Posted for load,,1 Highway,5 Waterway
District 02,Ohio,37.358990007,-86.946943444,KYTC,KYTC,092B00051N,01,3,2016-09-12,832.0,Fair,No,State,Over 75,State Secondary,N,N,N,1510.0,US-62,SOUTHARDS CREEK,TRI 10X5X26 RC CULVERT FILL= 1 FT BRL= GOOD,"A Open, no restriction",,1 Highway,5 Waterway
District 09,Boyd,38.468072146,-82.706871156,County,KYTC,010C00035N,02,3,2018-02-08,671.0,Fair,No,Local,1990s,,7,6,7,151.0,CR-1339D,HOOD CREEK,1-26 FT PREFAB  TIMBER PANEL SPAN,P Posted for load,19.0,1 Highway,5 Waterway
District 06,Pendleton,38.759297829,-84.351989517,County,KYTC,096C00004N,02,3,2016-08-12,1141.0,Fair,No,Local,Over 75,,5,5,5,,FUQUA LN,HARRIS CREEK,4-SPANS (186;196;196;186) STEEL BEAM ENCASED,P Posted for load,14.0,1 Highway,5 Waterway
District 06,Pendleton,38.801475364,-84.325295035,County,KYTC,096C00006N,02,3,2024-09-20,1186.0,Fair,No,Local,1970s,,5,6,5,,VATER RD,FLOUR CREEK,SINGLE SPAN (76) PRESTRESSED CONC. BOX BEAM,P Posted for load,34.0,1 Highway,5 Waterway
District 06,Pendleton,38.792553646,-84.429356429,KYTC,KYTC,096B00033N,01,3,2023-09-25,8867.0,Fair,No,State,1970s,State Secondary,6,6,6,1649.0,KY-17,MIDDLE FK.GRASSY CREEK,71.5-87-71.5 FT CONT. PC1B SPANS,"A Open, no restriction",,1 Highway,5 Waterway
District 06,Pendleton,38.604247848,-84.215385724,County,KYTC,096C00015N,02,3,2023-08-29,379.0,Poor,No,Local,Over 75,,4,5,4,71.0,MILFORD RD,MILL CREEK,2 SPAN (11.4-10.3) CONCRETE SLAB,P Posted for load,9.0,1 Highway,5 Waterway
District 07,Boyle,37.705122137,-84.802757379,KYTC,KYTC,011B00035N,01,3,2021-11-04,486.14,Fair,No,State,1960s,Rural Secondary,N,N,N,645.0,KY-1896,MOCKS BRANCH,16X8X63 RC CLVT -2 FT FILL,P Posted for load,,1 Highway,5 Waterway
District 06,Pendleton,38.599199581,-84.29123339,County,KYTC,096C00022N,02,3,2022-08-03,351.0,Fair,No,Local,Over 75,,6,6,6,,MCKINNEYSBURG RD,TRIB. TO LICKING RIVER,SINGLE (22.5) SPAN CONCRETE SLAB,P Posted for load,18.0,1 Highway,5 Waterway
District 02,Ohio,37.442891039,-86.89669143,KYTC,KYTC,092B00179N,01,3,2025-04-24,2976.0,Fair,No,State,1990s,State Secondary,6,6,7,9255.0,US-231,N.FORK MUDDY CREEK,1-38 FT PRESTRESSED CONC CONT I-BEAM SPANS,"A Open, no restriction",,1 Highway,5 Waterway
District 02,Ohio,37.439941002,-86.891600613,KYTC,KYTC,092B00180N,01,3,2023-09-25,11083.0,Fair,No,State,1990s,State Secondary,6,6,7,14512.0,US-231,COLLINS DITCH,40-60-40 CONT PRESTRESSED CONC I-BEAM SPANS,"A Open, no restriction",,1 Highway,5 Waterway
District 02,Ohio,37.434745693,-86.885797876,KYTC,KYTC,092B00181N,01,3,2025-01-21,11068.0,Fair,No,State,1990s,State Secondary,6,7,7,14512.0,US-231,MUDDY CREEK,40-60-40 CONT PRESTRESSED CONC I-BEAM SPANS,"A Open, no restriction",,1 Highway,5 Waterway
District 02,Ohio,37.588848776,-86.743781285,County,KYTC,092C00007N,02,3,2017-04-03,919.0,Fair,No,Local,1960s,,7,5,5,,NARROWS RD,ADAMS FORK,1-51.2 CLEAR-SPAN STEEL STRINGER SPAN,P Posted for load,26.0,1 Highway,5 Waterway
District 07,Boyle,37.650419889,-84.863184706,KYTC,KYTC,011B00016N,01,3,2022-04-12,5379.0,Fair,No,State,1960s,State Primary (Other),6,6,6,7818.0,US-150,SALT RIVER,45 FT- 50 FT- 45 FT R.C.D.G. SPANS - 15 DEG SKEW,"A Open, no restriction",,1 Highway,5 Waterway
District 05,Oldham,38.382459982,-85.492997873,County,KYTC,093C00012N,02,3,2023-02-27,519.0,Fair,No,Local,1980s,,7,6,6,,HALLS HILL RD,DARBY FORK,1 (24 FT) PPC BOX BEAM SPAN,"A Open, no restriction",,1 Highway,5 Waterway
District 05,Oldham,38.400294645,-85.367050987,County,CONTRACTOR,093C00014N,02,3,2016-09-01,1646.0,Fair,No,Local,1960s,,N,N,N,,GRANGE DR,N FORK CURRYS FORK,QUINTUPLE (12x3x26 FT) RC BOX CULVERT,"A Open, no restriction",,1 Highway,5 Waterway
District 05,Oldham,38.37841262,-85.464084822,County,KYTC,093C00016N,02,3,2023-11-29,768.0,Good,No,Local,1990s,,7,7,7,,OLD ZARING RD,DARBY FORK,1 (32 FT) PPC BOX BEAM SPAN,P Posted for load,35.0,1 Highway,5 Waterway
District 05,Oldham,38.322129659,-85.516131354,County,KYTC,093C00017N,02,3,2024-08-23,1463.0,Fair,No,Local,1990s,,5,5,5,,ORCHARD GRASS BLVD,TRIB TO S FK HARRODS CRK,1 (45 FT) PPC BOX BEAM SPAN,"A Open, no restriction",,1 Highway,5 Waterway
District 05,Oldham,38.405255555,-85.583762996,County,KYTC,093C00019N,02,3,2022-08-03,559.0,Poor,No,Local,1960s,,4,5,4,,VALLEY DR,LITTLE HUCKLEBERRY CREEK,1 (23 FT) RC SLAB SPAN,P Posted for load,18.0,1 Highway,5 Waterway
District 06,Owen,38.465379813,-84.922878411,KYTC,KYTC,094B00006N,01,3,2018-02-27,6576.0,Fair,No,State,Over 75,State Secondary,6,6,5,883.0,KY-355,SEVERN CREEK,3-35 FT R.C.D.G. & 1-147 FT STEEL THRU TRUSS SPANS,P Posted for load,,1 Highway,5 Waterway
District 06,Owen,38.55148102,-84.998499476,KYTC,KYTC,094B00010N,01,3,2022-09-07,5912.0,Fair,No,State,Over 75,State Secondary,5,6,6,1059.0,KY-355,BIG TWIN CREEK,4-50 FT CONCRETE DECK GIRDER SPANS,P Posted for load,,1 Highway,5 Waterway
District 06,Owen,38.474041791,-84.955817904,KYTC,CONTRACTOR,094B00012N,01,3,1901-01-01,456.69,Fair,No,State,Over 75,State Secondary,N,N,N,648.0,KY-355,CLAY LICK CREEK @GRATZ,DBL 10X10X129 RC CLVT -30FT FILL,"A Open, no restriction",,1 Highway,5 Waterway
District 06,Owen,38.384060495,-84.84101824,KYTC,KYTC,094B00013N,01,3,2022-09-07,2156.0,Fair,No,State,Over 75,Rural Secondary,6,5,6,318.0,KY-368,MORGADORE BRANCH,2-35 FT R.C.D.G. SPANS - 30 DEG SKEW,P Posted for load,,1 Highway,5 Waterway
District 06,Owen,38.37825216,-84.827735081,KYTC,KYTC,094B00014N,01,3,2022-09-07,1052.0,Fair,No,State,Over 75,Rural Secondary,6,5,6,318.0,KY-368,KAYS BRANCH,1-35 FT R.C.D.G. SPAN,P Posted for load,,1 Highway,5 Waterway
District 06,Kenton,38.862511111,-84.600711111,City,KYTC,059C00077N,04,3,2020-07-20,0.0,Good,No,Local,2010s,,N,N,N,,RICHARD KNOCK HWY,UNNAMED STREAM,SINGLE 24' SPAN PRECAST CULVERT,"A Open, no restriction",,1 Highway,5 Waterway
District 06,Owen,38.384450042,-84.818381994,KYTC,KYTC,094B00015N,01,3,2025-06-17,2765.0,Fair,No,State,1950s,Rural Secondary,6,5,6,318.0,KY-368,CEDAR CREEK @TRUESVILLE,3-30 FT R.C.D.G. SPANS,"A Open, no restriction",,1 Highway,5 Waterway
District 06,Owen,38.443926545,-84.705975062,KYTC,KYTC,094B00018N,01,3,2022-06-15,2496.0,Fair,No,State,1950s,Rural Secondary,6,5,6,220.0,KY-607,CANEY CREEK,3-35 FT R.C.D.G. SPANS,P Posted for load,,1 Highway,5 Waterway
District 07,Boyle,37.555326868,-84.961853902,KYTC,KYTC,011B00020N,01,3,2022-08-03,1426.0,Fair,No,State,1950s,Rural Secondary,N,N,N,163.0,KY-37,HUNGRY NECK CREEK,TRPL 14X7.5X31.5 RC CLVT -2.5 FT FILL,P Posted for load,22.0,1 Highway,5 Waterway
District 06,Pendleton,38.661321464,-84.293645107,County,KYTC,096C00027N,02,3,2024-09-12,426.0,Fair,No,Local,1970s,,7,5,7,71.0,WAGONER FERRY RD,BR TO LICKING RIVER,SINGLE SPAN (270) PRESTRESSED CONC. BOX BEAM,"A Open, no restriction",,1 Highway,5 Waterway
District 06,Pendleton,38.674318307,-84.323280576,County,KYTC,096C00028N,02,3,2013-09-27,480.0,Fair,No,Local,Over 75,,7,6,6,188.0,WAGONER FERRY RD,BR TO LICKING RVR,SINGLE SPAN STEEL BEAM WITH OPEN GRID DECK,"A Open, no restriction",,1 Highway,5 Waterway
District 06,Pendleton,38.596753108,-84.316911277,County,KYTC,096C00031N,02,3,2022-08-03,346.0,Poor,No,Local,Over 75,,4,5,4,,BLANKET CREEK RD,BLANKET CREEK,2-SPANS (11-11) CONC. SLAB BRIDGE,P Posted for load,18.0,1 Highway,5 Waterway
District 06,Pendleton,38.658646895,-84.352054908,County,KYTC,096C00033N,02,3,2024-09-12,3709.0,Fair,No,Local,1960s,,6,5,6,,HAYES STATION RD,SO.FK. LICKING RIVER,3 SPAN (79.3-83.3-79) PRESTRESS CONCRETE BOX BEAM,"A Open, no restriction",,1 Highway,5 Waterway
District 06,Pendleton,38.711687583,-84.446632141,County,KYTC,096C00034N,02,3,2022-08-03,2761.0,Fair,No,Local,1950s,,6,6,6,,STRAIGHT SHOOT,SO.FK. GRASSY CREEK,3-SPANS (370;380;370) CONCRETE TEE BEAM,P Posted for load,18.0,1 Highway,5 Waterway
District 02,Ohio,37.532690851,-86.822498136,County,KYTC,092C00026N,02,3,2017-04-03,635.0,Fair,No,Local,1960s,,6,5,6,,JESSE SMITH BRIDGE,HALLS CREEK,1-35 CLEAR-SPAN STEEL STRINGER SPAN,"A Open, no restriction",,1 Highway,5 Waterway
District 02,Ohio,37.435620937,-86.798547678,County,KYTC,092C00027N,02,3,2025-03-27,1082.0,Poor,No,Local,1970s,,4,4,4,,MOUNT ZION RD,PIGEON CREEK,3-SPAN(13-16.4-17 CLEAR-SPANS) CONT. I-BEAM SPANS,"A Open, no restriction",,1 Highway,5 Waterway
District 02,Ohio,37.40278619,-86.869367697,County,KYTC,092C00036N,02,3,2024-09-19,583.0,Fair,No,Local,1960s,,7,6,7,,FIRST ST,RAILROAD DRAINAGE DITCH,1-22CLEAR-SPAN PRECAST-PRESTRESSED CONCRETE SPAN,"A Open, no restriction",,1 Highway,5 Waterway
District 02,Ohio,37.498155302,-86.939310257,County,KYTC,092C00045N,02,3,2022-08-03,562.0,Fair,No,Local,Over 75,,6,5,5,,BEDA  RD,BRANCH OF BIG NO CREEK,1-23.5 CLEAR-SPAN CONCRETE T-BEAM SPAN,P Posted for load,18.0,1 Highway,5 Waterway
District 02,Ohio,37.518349378,-86.963959338,County,KYTC,092C00046N,02,3,2022-08-03,612.0,Fair,No,Local,Over 75,,6,5,5,,BEDA RD,BRANCH OF LITTLE NO CREE,1-29.4 CLEAR-SPAN CONCRETE T-BEAM SPAN,P Posted for load,18.0,1 Highway,5 Waterway
District 02,Ohio,37.523377014,-87.017204256,County,KYTC,092C00051N,02,3,2022-08-03,4560.0,Fair,No,Local,1950s,,5,5,5,,HEFLIN RD,BARNETT CREEK,5-38 CONCRETE T-BEAM SPANS,P Posted for load,18.0,1 Highway,5 Waterway
District 05,Oldham,38.492460199,-85.434628637,County,KYTC,093C00020N,02,3,2023-11-29,724.0,Fair,No,Local,1990s,,7,7,6,,REBEL RIDGE RD,EIGHTEENMILE CREEK,1 (36 FT) PPC BOX BEAM SPAN,P Posted for load,28.0,1 Highway,5 Waterway
District 05,Oldham,38.427248715,-85.334532037,County,KYTC,093C00021N,02,3,2025-04-30,2415.0,Fair,No,Local,1990s,,7,6,8,,SPANN LN,CSX RAILROAD,1 (76 FT) PPC I-BEAM SPAN,"A Open, no restriction",,1 Highway,2 Railroad
District 03,Logan,37.011713,-86.99802,KYTC,CONTRACTOR,071B00112N,01,3,2021-01-04,736.89,Good,No,State,2010s,Rural Secondary,N,N,N,872.0,Ky 107,Unnamed Stream,Single Barrel Aluminum Culvert,P Posted for load,,1 Highway,5 Waterway
District 07,Boyle,37.557731692,-84.891462796,KYTC,KYTC,011B00018N,01,3,2022-08-03,781.05,Fair,No,State,Over 75,Rural Secondary,N,N,N,248.0,KY-37,JOHNSONS BR @HANKLA,DBL 12X6X39 RC CLVT -3.5 FT FILL                     W,P Posted for load,22.0,1 Highway,5 Waterway
District 05,Oldham,38.426091395,-85.408531664,County,KYTC,093C00023N,02,3,2024-08-22,691.0,Fair,No,Local,1990s,,6,6,5,,FENDLEY MILL RD,TRIB TO BRUSH CREEK,1 (32 FT) PPC BOX BEAM SPAN,P Posted for load,38.0,1 Highway,5 Waterway
District 05,Oldham,38.461782007,-85.381549205,County,KYTC,093C00024N,02,3,2022-08-03,2593.0,Fair,No,Local,1980s,,N,N,N,,BLUEGRASS PKWY,TRIB TO HARRODS CREEK,DOUBLE (12x6x105 FT) RC BOX CULVERT,P Posted for load,18.0,1 Highway,5 Waterway
District 05,Oldham,38.457261032,-85.346893821,County,KYTC,093C00025N,02,3,2016-05-09,984.0,Good,No,Local,1980s,,N,N,N,,L'ESPRIT PKWY,BERRY CREEK,DOUBLE (12x6x40 FT) RC BOX CULVERT,"A Open, no restriction",,1 Highway,5 Waterway
District 06,Owen,38.596697526,-84.899794477,KYTC,KYTC,094B00023N,01,3,2023-05-11,2110.0,Fair,No,State,1960s,State Secondary,6,5,5,487.0,KY-227,BIG TWIN CREEK,2-44 FT PREC. -PREST CONC. DECK UNIT - 0 DEG  SKEW,P Posted for load,,1 Highway,5 Waterway
District 06,Owen,38.687700798,-84.855275758,KYTC,KYTC,094B00024N,01,3,2019-10-30,964.57,Fair,No,State,1950s,Rural Secondary,N,N,N,37.0,KY-1316,MOSBEY BR OF EAGLE CREEK,TRIPL 14 X 8 X 37.5 FT. RC CULVT - 3 FT FLL          KE,"A Open, no restriction",,1 Highway,5 Waterway
District 06,Owen,38.575213243,-84.779032338,KYTC,KYTC,094B00025N,01,3,2025-07-15,3118.0,Fair,No,State,1950s,Rural Secondary,6,5,5,239.0,KY-845,STEVENS CREEK,"3-35 FT R.C.D.G. SPANS, R.C. FLOOR & SUBSTRUCTURE - 45",P Posted for load,,1 Highway,5 Waterway
District 06,Owen,38.571848971,-84.903541929,KYTC,KYTC,094B00026N,01,3,2025-07-22,4018.0,Fair,No,State,1950s,Rural Secondary,7,7,6,168.0,KY-1761,BIG TWIN CREEK,3-45 FT R.C.D.G. SPANS - 0 DEG SKEW,"A Open, no restriction",,1 Highway,5 Waterway
District 06,Owen,38.4670993,-84.692418489,KYTC,KYTC,094B00027N,01,3,2022-06-20,2868.0,Fair,No,State,1950s,Rural Secondary,6,6,7,130.0,KY-1883,CANEY CREEK,3-40 FT R.C.D.G. SPANS - 0 DEG SKEW,P Posted for load,,1 Highway,5 Waterway
District 06,Owen,38.594502051,-84.967132528,KYTC,KYTC,094B00028N,01,3,2016-05-09,651.41,Good,No,State,Over 75,Rural Secondary,N,N,N,59.0,KY-1669,LITTLE TWIN CREEK,DBL 14X10X37 RC CLVT -1FT FILL                       EW,"A Open, no restriction",,1 Highway,5 Waterway
District 06,Owen,38.567488681,-85.000331058,KYTC,KYTC,094B00031N,01,3,2023-04-14,1674.0,Poor,No,State,1980s,Rural Secondary,4,6,4,185.0,KY-325,LITTLE TWIN CREEK,1- 60 FT PREST CONC. DECK UNITS,P Posted for load,,1 Highway,5 Waterway
District 06,Owen,38.426170988,-84.802785667,KYTC,KYTC,094B00021N,01,3,2022-08-03,514.63,Fair,No,State,Over 75,Rural Secondary,N,N,N,117.0,KY-607,ELK LICK CREEK,TRIPLE 10 FT X 9 FT X 22 FT R.C. CULVERT - 0 DEG SKEW,P Posted for load,22.0,1 Highway,5 Waterway
District 07,Boyle,37.564223505,-84.832987141,KYTC,KYTC,011B00021N,01,3,2019-10-30,839.9,Fair,No,State,1950s,Rural Secondary,N,N,N,923.0,KY-37,NOSCO CREEK,TRPL 12X5X37 RC CLVT -6 FT FILL,"A Open, no restriction",,1 Highway,5 Waterway
District 06,Pendleton,38.611251155,-84.378914906,County,KYTC,096C00040N,02,3,2022-10-27,691.0,Poor,No,Local,Over 75,,5,4,5,,MORGAN FOUR OAKS R,JOHNSON CREEK,3-SPANS (156;156;156) CONC. SLAB BRIDGE,P Posted for load,15.0,1 Highway,5 Waterway
District 06,Pendleton,38.614041157,-84.378537383,County,KYTC,096C00041N,02,3,2022-08-03,689.0,Fair,No,Local,Over 75,,6,5,6,,MORGAN FOUR OAKS R,JOHNSON CREEK,3-SPANS (156;156;156) LOW WATER CONCRETE SLAB,P Posted for load,18.0,1 Highway,5 Waterway
District 06,Pendleton,38.616453933,-84.376406762,County,KYTC,096C00042N,02,3,2022-08-03,728.0,Fair,No,Local,Over 75,,6,5,6,,MORGAN FOUR OAKS R,JOHNSON CREEK,3-SPANS (156;176;156) CONCRETE SLAB BRIDGE,P Posted for load,18.0,1 Highway,5 Waterway
District 01,Crittenden,37.304633,-88.07936,KYTC,KYTC,028B00065N,01,3,2019-02-13,1160.0,Good,No,State,2010s,State Primary (Other),N,N,N,4696.0,US 641,Unnamed Creek,20'x9'x140' RC Box Culvert,"A Open, no restriction",,1 Highway,5 Waterway
District 06,Pendleton,38.792104217,-84.513960424,County,KYTC,096C00055N,02,3,2024-09-13,1318.0,Fair,No,Local,1960s,,6,6,6,,CARTERS CHAPEL RD,NO.FK. GRASSY CREEK,SINGLE SPAN (509) PRESTRESS CONCRETE BOX BEAM,"A Open, no restriction",,1 Highway,5 Waterway
District 06,Pendleton,38.782233112,-84.365970014,County,KYTC,096C00061N,02,3,2018-05-04,870.0,Fair,No,Local,1980s,,6,5,6,68.0,HOGBACK RIDGE RD,LICK CREEK,1- 46.6 FT STEEL STRINGER SPAN- POURED IN PLACE CONC DK,P Posted for load,24.0,1 Highway,5 Waterway
District 07,Boyle,37.681814357,-84.975368557,KYTC,KYTC,011B00037N,01,3,2024-10-18,844.0,Poor,No,State,1960s,Rural Secondary,3,6,3,552.0,KY-1920,WILSON CREEK,"1-45 FT PRECAST, PRESTRESSED CONCRETE SPAN 0 DEG SKEW",P Posted for load,3.0,1 Highway,5 Waterway
District 02,Ohio,37.536623731,-87.018268865,County,KYTC,092C00052N,02,3,2016-05-09,750.0,Fair,No,Local,1950s,,N,N,N,,HEFLIN RD,BR OF N FK BARNETT CREEK,DBL. 10 X 3 R.C.B.C.,"A Open, no restriction",,1 Highway,5 Waterway
District 02,Ohio,37.539784969,-87.017740185,County,KYTC,092C00053N,02,3,2016-05-09,771.0,Fair,No,Local,1950s,,N,N,N,,HEFLIN RD,BR OF N FK BARNETT CREEK,DBL. 10 X 4 R.C.B.C.,"A Open, no restriction",,1 Highway,5 Waterway
District 02,Ohio,37.45891526,-86.952770779,County,KYTC,092C00057N,02,3,2024-09-13,1174.0,Fair,No,Local,1970s,,6,7,6,,MUD COLLEGE RD,BARRASS DITCH,1-52 CLEAR-SPAN PRECAST-PRESTRESSED CONCRETE SPAN,"A Open, no restriction",,1 Highway,5 Waterway
District 02,Ohio,37.412362534,-86.769562117,County,KYTC,092C00061N,02,3,2018-05-04,916.0,Poor,No,Local,1980s,,4,5,4,,SANDIFUR CROSSING,MUDDY CREEK,1-45 FT CLEAR SPAN- STEEL STRINGER,P Posted for load,28.0,1 Highway,5 Waterway
District 02,Ohio,37.497621074,-86.781328012,County,KYTC,092C00064N,02,3,2023-09-12,682.0,Fair,No,Local,1980s,,6,5,5,,HALLS CREEK RD,WOLF CREEK,1- 30 FT PRECAST ONLY (SALVAGED BEAMS),B Posting Recommended,13.0,1 Highway,5 Waterway
District 02,Ohio,37.485708191,-86.958456119,County,KYTC,092C00065N,02,3,2019-04-08,496.0,Fair,No,Local,1980s,,5,6,5,,OLD MILL CEMETARY,BIG NO CREEK,1-30 FT  STEEL I-BEAM SPAN,P Posted for load,7.0,1 Highway,5 Waterway
District 02,Ohio,37.617593203,-86.838746832,County,KYTC,092C00068N,02,3,2015-09-29,984.0,Fair,No,Local,1980s,,6,5,5,,MORGANTOWN RD,SOUTH FORK PANTHER CREEK,1-40 & 1-20 CONT. STEEL BEAM SPANS,"A Open, no restriction",,1 Highway,5 Waterway
District 05,Oldham,38.452432926,-85.390648693,County,CONTRACTOR,093C00026N,02,3,2016-09-01,3167.0,Fair,No,Local,1980s,,N,N,N,,YAGER LN,TRIB TO HARRODS CREEK,TRIPLE (12x6x84 FT) RC BOX CULVERT,"A Open, no restriction",,1 Highway,5 Waterway
