TRAK_PROGRAM,DISTRICT,COUNTY,CONTRACT_ID,SYP_NO,FUND_CODE,PROGRAM_CODE,FED_PROJECT_NUM,CONTRACTOR,PROJECT_NM,LETTING_DATE,AWARD_AMOUNT,CALCULATED_AWARDED_AMOUNT
Pavement Asset Management,District 02,Christian,242022,,,FD05,FD05 024 0107 015-019,ROGERS GROUP INC,MP02401072401,2024-05-23,3059915.33,1195778.47
Pavement Asset Management,District 02,Christian,242022,,,FD05,FD05 024 041A 012-015,ROGERS GROUP INC,MP024041A2401,2024-05-23,3059915.33,1864136.87
Miscellaneous,District 11,Whitley,242178,11-04313.00,,FD04,FD04 118 0727 000-003,GEORGE B STONE CO LLC,MP11807792401,2024-05-23,494020.5,367907.44
Miscellaneous,District 11,Whitley,242178,11-04336.00,,FD04,FD04 118 0727 000-003,GEORGE B STONE CO LLC,MP11807272402,2024-05-23,494020.5,126113.06
Miscellaneous,District 11,Knox,242183,11-04355.00,,FD04,FD04 061 0011 019-021,GEORGE B STONE CO LLC,MP06100112401,2024-05-23,288545.5,115300.43
Miscellaneous,District 11,Knox,242183,11-04345.00,,FD04,FD04 061 2418 000-001,GEORGE B STONE CO LLC,MP06124182401,2024-05-23,288545.5,65406.71
Miscellaneous,District 11,Knox,242183,11-04356.00,,FD04,FD04 061 0011 021-023,GEORGE B STONE CO LLC,MP06100112402,2024-05-23,288545.5,41395.23
Miscellaneous,District 11,Knox,242183,11-04333.00,,FD04,FD04 061 0011 022-023,GEORGE B STONE CO LLC,MP06100112403,2024-05-23,288545.5,66443.12
Pavement Asset Management,District 03,Simpson,242184,,,FE01,FE01 107 1008 003-004,SCOTTY'S CONTRACTING & STONE LLC,MP10710082402,2024-05-23,2144791.43,52972.62
Pavement Asset Management,District 03,Simpson,242184,,,FD05,FD05 107 1008 000-007,SCOTTY'S CONTRACTING & STONE LLC,MP10710082401,2024-05-23,2144791.43,2091818.81
Pavement Asset Management,District 02,Various,242213,,,FD05,FD05 030 0298 007-011,E & B PAVING LLC,MP030029824W1,2024-05-23,975721.42,670709.49
Pavement Asset Management,District 02,Various,242213,,,FD05,FD05 030 0054 000-001,E & B PAVING LLC,MP030005424W1,2024-05-23,975721.42,305011.95
Rural Roads Projects,District 07,Mercer,243022,,,CB06,CB06 084 1822 000-001,MAGO CONSTRUCTION COMPANY LLC,0708418222401,2024-05-23,470583.92,86118.65
Rural Roads Projects,District 07,Mercer,243022,,,CB06,CB06 084 0598 000-003,MAGO CONSTRUCTION COMPANY LLC,0708405982401,2024-05-23,470583.92,236742.44
Rural Roads Projects,District 07,Mercer,243022,,,CB06,CB06 084 1941 000-005,MAGO CONSTRUCTION COMPANY LLC,0708419412401,2024-05-23,470583.92,147722.83
Bridge Asset Management,District 10,Morgan,245346,10-10055.00,"STP, BRZ",,STP BRZ 9030 (461),FREDERICK & MAY CONSTRUCTION CO,BR08819502400,2024-05-23,2338741.0,2338741.0
Bridge Asset Management,District 01,Various,245348,01-10110.00,"STP, BRZ",,STP BRZ 9030 (466),JIM SMITH CONTRACTING COMPANY LLC,BR02805062400,2024-05-23,4229831.56,1217727.19
Bridge Asset Management,District 01,Various,245348,01-10105.00,"STP, BRZ",,STP BRZ 9030 (454),JIM SMITH CONTRACTING COMPANY LLC,BR02000512400,2024-05-23,4229831.56,1644302.34
Bridge Asset Management,District 01,Various,245348,01-10104.00,"STP, BRZ",,STP BRZ 9030 (456),JIM SMITH CONTRACTING COMPANY LLC,BR02000512401,2024-05-23,4229831.56,1367802.02
Bridge Asset Management,District 04,Various,245349,04-10067.00,"STP, BRZ",,STP BRZ 9030 (463),GALUSHA CONTRACTING LLC,BR10913432400,2024-05-23,1518227.37,616350.8
Bridge Asset Management,District 04,Various,245349,04-10066.00,"STP, BRZ",,STP BRZ 9030 (464),GALUSHA CONTRACTING LLC,BR09013142400,2024-05-23,1518227.37,901876.57
Bridge Asset Management,District 11,Knox,245350,11-10200.00,"STP, BRZ",,STP BRZ 9030 (465),IRVINE CONTRACTING LIMITED LIABILITY COMPANY,BR06102252400,2024-05-23,546813.34,546813.34
Highway Improvement,District 05,Franklin,241105,05-80212.00,STP,,STP 6000207,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,DE03701272405,2024-05-23,3998634.26,3998634.26
Bridge Asset Management,District 12,Letcher,245347,12-10017.00,"STP, BRZ",,STP BRZ 9030 (462),BUSH & BURCHETT INC,BR06700072400,2024-05-23,5221631.9,5221631.9
Highway Improvement,District 07,Bourbon,241008,07-09024.00,,FD04,FD04 009 0460 008-009,HINKLE CONSTRUCTION SERVICES LLC,DE00904602408,2024-04-25,948294.6,948294.6
Highway Improvement,District 03,Todd,241310,03-09031.00,,FD04,FD04 110 068X 002-003,SCOTTY'S CONTRACTING & STONE LLC,DE11000682408,2024-04-25,715304.89,715304.89
Miscellaneous,District 12,Pike,242167,12-04350.00,,FD04,FD04 098 0194 051-073,N H STONE INC,MP09801942403,2024-04-25,611849.5,611849.5
Rural Roads Projects,District 06,Kenton,243017,,,CB06,CB06 059 2043 003-004,RIEGLER BLACKTOP INC,0605920432401,2024-04-25,1072839.98,1072839.98
Rural Roads Projects,District 02,Hopkins,243018,,,CB06,CB06 054 1069 003-009,SCOTTY'S CONTRACTING & STONE LLC,0205410692401,2024-04-25,485009.97,485009.97
Pavement Asset Management,District 05,Jefferson,242127,,,FD05,FD05 056 1447 005-007,LOUISVILLE PAVING COMPANY INC,MP05614472401,2024-04-25,376050.0,376050.0
Pavement Asset Management,District 05,Spencer,242129,,,FD05,FD05 108 1392 000-002,MAGO CONSTRUCTION COMPANY LLC,MP10813922401,2024-04-25,131362.93,131362.93
Pavement Asset Management,District 05,Various,242131,,,FD05,FD05 106 0044 003-005,MAGO CONSTRUCTION COMPANY LLC,MP10600442401,2024-04-25,220500.72,99856.01
Pavement Asset Management,District 05,Various,242131,,,FD05,FD05 108 0044 017-020,MAGO CONSTRUCTION COMPANY LLC,MP10800442401,2024-04-25,220500.72,120644.71
Pavement Asset Management,District 01,McCracken,242014,,,FD05,FD05 073 0045 012-013,JIM SMITH CONTRACTING COMPANY LLC,MP07300452401,2024-04-25,178278.49,178278.49
Pavement Asset Management,District 01,McCracken,242016,,,FD05,FD05 073 0348 003-005,JIM SMITH CONTRACTING COMPANY LLC,MP07303482401,2024-04-25,76378.59,76378.59
Pavement Asset Management,District 01,Ballard,242087,,,FD05,FD05 004 0060 002-011,JIM SMITH CONTRACTING COMPANY LLC,MP00400602401,2024-04-25,1930816.64,1930816.64
Pavement Asset Management,District 09,Boyd,242094,,,FD05,FD05 010 0060 009-012,MOUNTAIN ENTERPRISES INC,MP01000602401,2024-04-25,996619.65,996619.65
Pavement Asset Management,District 09,Carter,242117,,,FD05,FD05 022 0060 021-025,MOUNTAIN ENTERPRISES INC,MP02200602401,2024-04-25,899616.4,899616.4
Pavement Asset Management,District 09,Lewis,242122,,,FD05,FD05 068 0344 013-019,H G MAYS CORPORATION,MP06803442401,2024-04-25,1007135.0,595829.02
Pavement Asset Management,District 09,Lewis,242122,,,FD05,FD05 068 0344 005-010,H G MAYS CORPORATION,MP06803442402,2024-04-25,1007135.0,411305.97
Pavement Asset Management,District 09,Lewis,242136,,,FD05,FD05 068 0010 004-007,H G MAYS CORPORATION,MP06800102401,2024-04-25,253816.0,253816.0
Pavement Asset Management,District 06,Kenton,242137,,,FD05,FD05 059 0008 006-008,RIEGLER BLACKTOP INC,MP05900082402,2024-04-25,1158865.13,292392.64
Pavement Asset Management,District 06,Kenton,242137,,,FD05,FD05 059 0008 000-004,RIEGLER BLACKTOP INC,MP05900082403,2024-04-25,1158865.13,536782.05
Pavement Asset Management,District 06,Kenton,242137,,,FD05,FD05 059 0008 006-008,RIEGLER BLACKTOP INC,MP05900082401,2024-04-25,1158865.13,304871.27
Pavement Asset Management,District 06,Kenton,242137,,,FE01,FE01 059 0008 006-008,RIEGLER BLACKTOP INC,MP05900082404,2024-04-25,1158865.13,24819.16
Pavement Asset Management,District 09,Rowan,242145,,,FD05,FD05 103 0377 007-016,HINKLE CONTRACTING COMPANY LLC,MP10303372401,2024-04-25,1121989.86,1121989.86
Pavement Asset Management,District 04,Nelson,242074,,,FD05,FD05 090 031E 015-017,MAGO CONSTRUCTION COMPANY LLC,MP090031E2401,2024-04-25,836888.25,555295.21
Pavement Asset Management,District 04,Nelson,242074,,,FD05,FD05 090 0150 000-002,MAGO CONSTRUCTION COMPANY LLC,MP09001502401,2024-04-25,836888.25,281593.04
Pavement Asset Management,District 04,Hardin,242073,,,FD05,FD05 047 0062 018-020,LOUISVILLE PAVING COMPANY INC,MP04700622401,2024-04-25,657250.0,243515.08
Pavement Asset Management,District 04,Hardin,242073,,,FD05,FD05 047 0251 001-003,LOUISVILLE PAVING COMPANY INC,MP04702512401,2024-04-25,657250.0,413734.92
Pavement Asset Management,District 03,Warren,242157,,,FD05,FD05 114 0884 003-008,SCOTTY'S CONTRACTING & STONE LLC,MP11408842401,2024-04-25,610982.34,610982.34
Pavement Asset Management,District 01,Fulton,242055,,,FD05,FD05 038 0166 000-014,JIM SMITH CONTRACTING COMPANY LLC,MP03801662401,2024-04-25,1939316.77,1708019.35
Pavement Asset Management,District 01,Fulton,242055,,,FD05,FD05 038 0045 001-004,JIM SMITH CONTRACTING COMPANY LLC,MP03800452401,2024-04-25,1939316.77,231297.42
Pavement Asset Management,District 11,Harlan,242162,,,FD05,FD05 048 0038 026-030,MOUNTAIN ENTERPRISES INC,MP04600382401,2024-04-25,413272.01,413272.01
Pavement Asset Management,District 12,Pike,242163,,,FD05,FD05 098 0194 006-017,MOUNTAIN ENTERPRISES INC,MP09801942401,2024-04-25,1419802.98,1419802.98
Pavement Asset Management,District 08,Pulaski,242164,,,FD05,FD05 100 0080 031-040,HINKLE CONTRACTING COMPANY LLC,MP10000802401,2024-04-25,3579404.25,3579404.25
Pavement Asset Management,District 11,Bell,242134,,,FD05,FD05 007 0066 006-012,HINKLE CONTRACTING COMPANY LLC,MP00700662401,2024-04-25,848713.67,848713.67
Pavement Asset Management,District 11,Harlan,242051,,,FD05,FD05 048 0160 005-012,MOUNTAIN ENTERPRISES INC,MP04801602401,2024-04-25,1363100.42,1363100.42
Pavement Asset Management,District 06,Kenton,242165,,,FD05,FD05 059 2373 000-004,RIEGLER BLACKTOP INC,MP05923732401,2024-04-25,539971.0,539971.0
Pavement Asset Management,District 10,Powell,242143,,,FD05,FD05 099 0015 005-009,WALKER CONSTRUCTION & MATERIALS LLC,MP09900152401,2024-04-25,394799.0,394799.0
Pavement Asset Management,District 10,Morgan,242146,,,FD05,FD05 088 2495 000-001,HINKLE CONTRACTING COMPANY LLC,MP08824952401,2024-04-25,763637.23,109918.68
Pavement Asset Management,District 10,Morgan,242146,,,FD05,FD05 088 0460 015-017,HINKLE CONTRACTING COMPANY LLC,MP08804602402,2024-04-25,763637.23,653718.55
Bridge Asset Management,District 10,Menifee,242147,,,FE02,FE02 083 0460 008-009,WALKER CONSTRUCTION & MATERIALS LLC,MP08304602402,2024-04-25,149499.0,30185.64
Pavement Asset Management,District 10,Menifee,242147,,,FD05,FD05 083 0460 008-009,WALKER CONSTRUCTION & MATERIALS LLC,MP08304602401,2024-04-25,149499.0,119313.36
Pavement Asset Management,District 05,Spencer,242130,,,FD05,FD05 108 0055 006-012,FLYNN BROTHERS CONTRACTING INC,MP10800552401,2024-04-25,906472.63,906472.63
Pavement Asset Management,District 04,Meade,242121,,,FD05,FD05 082 0448 001-004,E & B PAVING LLC,MP08204482401,2024-04-25,162123.79,162123.79
Pavement Asset Management,District 04,Washington,242124,,,FD05,FD05 115 0053 002-006,HAYDON MATERIALS LLC,MP11500532401,2024-04-25,272322.1,272322.1
Pavement Asset Management,District 05,Jefferson,242128,,,FD05,FD05 056 1931 006-008,FLYNN BROTHERS CONTRACTING INC,MP05619312401,2024-04-25,285195.93,285195.93
Pavement Asset Management,District 10,Letcher,242100,,,FD05,FD05 067 0007 000-003,MOUNTAIN ENTERPRISES INC,MP06700072401,2024-04-25,419826.7,419826.7
Pavement Asset Management,District 12,Knott,242102,,,FD05,FD05 060 0015 004-010,MOUNTAIN ENTERPRISES INC,MP06000152401,2024-04-25,1475928.7,1475928.7
Pavement Asset Management,District 12,Johnson,242103,,,FD05,FD05 058 2333 000-001,MOUNTAIN ENTERPRISES INC,MP05823332401,2024-04-25,854170.75,258792.29
Pavement Asset Management,District 12,Johnson,242103,,,FD05,FD05 058 321X 000-001,MOUNTAIN ENTERPRISES INC,MP058321X2401,2024-04-25,854170.75,43724.36
Pavement Asset Management,District 12,Johnson,242103,,,FD05,FD05 058 0321 008-010,MOUNTAIN ENTERPRISES INC,MP05803212401,2024-04-25,854170.75,551654.1
Pavement Asset Management,District 12,Lawrence,242104,,,FD05,FD05 064 0003 017-020,MOUNTAIN ENTERPRISES INC,MP06400032401,2024-04-25,569785.35,435522.8
Pavement Asset Management,District 12,Lawrence,242104,,,FD05,FD05 064 2565 002-004,MOUNTAIN ENTERPRISES INC,MP06425652401,2024-04-25,569785.35,134262.55
Pavement Asset Management,District 12,Various,242106,,,FD05,FD05 058 0201 003-011,MOUNTAIN ENTERPRISES INC,MP05802012401,2024-04-25,1624794.91,959276.3
Pavement Asset Management,District 12,Various,242106,,,FD05,FD05 064 0201 000-005,MOUNTAIN ENTERPRISES INC,MP06402012401,2024-04-25,1624794.91,665518.61
Pavement Asset Management,District 11,Clay,242111,,,FD05,FD05 026 0873 000-001,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP02608732401,2024-04-25,143116.16,143116.16
Pavement Asset Management,District 11,Clay,242113,,,FD05,FD05 026 0011 008-015,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP02600112401,2024-04-25,814644.31,814644.31
Pavement Asset Management,District 02,Various,242028,,,FD05,FD05 030 0144 002-005,YAGER MATERIALS CORP,MP03001442401,2024-04-25,1183663.31,1183663.31
Pavement Asset Management,District 03,Edmonson,242063,,,FD05,FD05 031 0070 000-010,SCOTTY'S CONTRACTING & STONE LLC,MP03100702401,2024-04-25,1581403.93,1581403.93
Pavement Asset Management,District 03,Butler,242089,,,FD05,FD05 016 0070 005-015,SCOTTY'S CONTRACTING & STONE LLC,MP01600702401,2024-04-25,1315796.51,1246859.57
Pavement Asset Management,District 03,Butler,242089,,,FD05,FD05 016 2162 000-001,SCOTTY'S CONTRACTING & STONE LLC,MP01621622401,2024-04-25,1315796.51,68936.94
Pavement Asset Management,District 10,Breathitt,242092,,,FD05,FD05 013 3232 000-001,HINKLE CONTRACTING COMPANY LLC,MP01332322401,2024-04-25,133719.46,133719.46
Pavement Asset Management,District 11,Leslie,242096,,,FD05,FD05 066 0421 028-036,MOUNTAIN ENTERPRISES INC,MP06604212401,2024-04-25,1134769.44,1134769.44
Pavement Asset Management,District 10,Perry,242097,,,FD05,FD05 097 0463 004-007,MOUNTAIN ENTERPRISES INC,MP09704632401,2024-04-25,422750.0,422750.0
Pavement Asset Management,District 10,Morgan,242098,,,FD05,FD05 088 0460 000-001,HINKLE CONTRACTING COMPANY LLC,MP08804602401,2024-04-25,171038.46,171038.46
Rural Roads Projects,District 11,Leslie,243021,,,CB06,CB06 066 3426 000-002,MOUNTAIN ENTERPRISES INC,110634262304,2024-04-25,685904.3,146690.1
Rural Roads Projects,District 11,Leslie,243021,,,CB06,CB06 066 0406 011-014,MOUNTAIN ENTERPRISES INC,1106604062301,2024-04-25,685904.3,336147.59
Rural Roads Projects,District 11,Leslie,243021,,,CB06,CB06 066 2009 008-010,MOUNTAIN ENTERPRISES INC,1106620092303,2024-04-25,685904.3,89718.94
Rural Roads Projects,District 11,Leslie,243021,,,CB06,CB06 066 2008 000-002,MOUNTAIN ENTERPRISES INC,1106620082302,2024-04-25,685904.3,113347.67
Pavement Asset Management,District 10,Perry,242148,,,FE01,FE01 097 0007 000-012,MOUNTAIN ENTERPRISES INC,MP09700072401,2024-04-25,899024.8,675384.37
Pavement Asset Management,District 10,Perry,242148,,,CD01,CD01 097 0007 000-012,MOUNTAIN ENTERPRISES INC,MP09700072402,2024-04-25,899024.8,223640.43
Bridge Asset Management,District 12,Letcher,242987,12-10145.00,FPB,,FPB 1203 (418),KAY & KAY CONTRACTING LLC,MB06713392401,2024-04-25,981455.43,981455.43
Rural Roads Projects,District 07,Anderson,243016,,,CB06,CB06 003 0248 000-004,MAGO CONSTRUCTION COMPANY LLC,0700302482401,2024-04-25,635469.62,408599.71
Rural Roads Projects,District 07,Anderson,243016,,,CB06,CB06 003 0512 003-006,MAGO CONSTRUCTION COMPANY LLC,0700305122401,2024-04-25,635469.62,226869.91
Rural Roads Projects,District 07,Boyle,243019,,,CB06,CB06 011 0243 000-002,THE ALLEN COMPANY INC,0701102432301,2024-04-25,559285.2,197403.91
Rural Roads Projects,District 07,Boyle,243019,,,CB06,CB06 011 0037 005-009,THE ALLEN COMPANY INC,0701100372301,2024-04-25,559285.2,361881.29
Bridge Asset Management,District 01,Calloway,245344,01-10102.00,"STP, BRZ",,STP BRZ 9030 (459),JIM SMITH CONTRACTING COMPANY LLC,BR01813462400,2024-04-25,1467379.61,1467379.61
Safety,District 07,Bourbon,244401,07-09034.00,,FD04,FD04 009 0068 001-002,HINKLE CONTRACTING COMPANY LLC,0700900682401,2024-04-25,519165.86,519165.86
Bridge Asset Management,District 07,Anderson,242985,,,FE02,FE02 003 9002 B000007,HALL CONTRACTING OF KENTUCKY INC,MB00390022401,2024-04-25,9660000.0,9660000.0
Pavement Asset Management,District 07,Mercer,242152,,,CPTL,CPTL 084 8031 000-001,MAGO CONSTRUCTION COMPANY LLC,MP08480312401,2024-04-25,105369.11,105369.11
Bridge Asset Management,District 02,Various,242984,02-10021.00,NH,,NH 0101 (101),STRUCTURAL TECHNOLOGIES LLC,MB03002312401,2024-04-25,10645954.85,10645954.85
Highway Improvement,District 02,Various,241104,02-10004.00,BRZ,,BRZ 0203 (353),ENVISION CONTRACTORS LLC,DE03012572404,2024-04-25,755084.11,755084.11
Bridge Asset Management,District 11,Harlan,245343,11-10191.00,"STP, BRZ",,STP BRZ 9030 (458),BUSH & BURCHETT INC,BR04812542400,2024-04-25,2393749.94,2393749.94
Bridge Asset Management,District 09,Carter,245345,09-10077.00,"STP, BRZ",,STP BRZ 9030 (460),WALKER CONSTRUCTION & MATERIALS LLC,BR02200012400,2024-04-25,2696780.0,2696780.0
Bridge Asset Management,District 05,Jefferson,242988,05-10074.00,,,STPBRO 0503 (260),SOUTHERN ROAD & BRIDGE LLC,MB05600652401,2024-04-25,2865160.0,2865160.0
Safety,District 11,Laurel,244701,04-00948.00,,HSIP,HSIP 9010(581),THE TRUESDELL CORPORATION,0404300792401,2024-04-25,263263.0,91657.63
Safety,District 11,Laurel,244701,11-09026.00,,HSIP,HSIP 9010(607),THE TRUESDELL CORPORATION,1106300802401,2024-04-25,263263.0,117563.27
Safety,District 11,Laurel,244701,04-00953.00,,HSIP,HSIP 9010(525),THE TRUESDELL CORPORATION,04062031E2401,2024-04-25,263263.0,54042.09
Safety,District 05,Jefferson,244702,05-00959.00,,HSIP,HSIP 9010(589),THE TRUESDELL CORPORATION,0505619312401,2024-04-25,483483.0,36857.12
Safety,District 05,Jefferson,244702,05-09037.00,,HSIP,HSIP 9010(596),THE TRUESDELL CORPORATION,0505609072401,2024-04-25,483483.0,107547.92
Safety,District 05,Jefferson,244702,05-00956.00,,HSIP,HSIP 9010(586),THE TRUESDELL CORPORATION,0505600642401,2024-04-25,483483.0,54762.4
Safety,District 05,Jefferson,244702,05-00960.00,,HSIP,HSIP 9010(590),THE TRUESDELL CORPORATION,0505619312402,2024-04-25,483483.0,41412.9
Safety,District 05,Jefferson,244702,05-09036.00,,HSIP,HSIP 9010(595),THE TRUESDELL CORPORATION,0505608642401,2024-04-25,483483.0,40205.34
Safety,District 05,Jefferson,244702,05-00961.00,,HSIP,HSIP 9010(591),THE TRUESDELL CORPORATION,0505619312403,2024-04-25,483483.0,87810.8
Safety,District 05,Jefferson,244702,05-09042.00,,HSIP,HSIP 9010(601),THE TRUESDELL CORPORATION,0505600602401,2024-04-25,483483.0,65495.31
Safety,District 05,Jefferson,244702,05-09043.00,,HSIP,HSIP 9010(602),THE TRUESDELL CORPORATION,0509300422401,2024-04-25,483483.0,49391.26
Safety,District 05,Various,244703,05-09033.00,,HSIP,HSIP 9010(592),THE TRUESDELL CORPORATION,0505620492401,2024-04-25,353353.0,46065.51
Safety,District 05,Various,244703,05-09041.00,,HSIP,HSIP 9010(600),THE TRUESDELL CORPORATION,05056031W2404,2024-04-25,353353.0,46181.42
Safety,District 05,Various,244703,05-09038.00,,HSIP,HSIP 9010(597),THE TRUESDELL CORPORATION,05056031W2401,2024-04-25,353353.0,57229.93
Safety,District 05,Various,244703,05-09040.00,,HSIP,HSIP 9010(599),THE TRUESDELL CORPORATION,05056031W2403,2024-04-25,353353.0,57229.93
Safety,District 05,Various,244703,05-00955.00,,HSIP,HSIP 9010(585),THE TRUESDELL CORPORATION,0501500442401,2024-04-25,353353.0,89416.27
Safety,District 05,Various,244703,05-09039.00,,HSIP,HSIP 9010(598),THE TRUESDELL CORPORATION,05056031W2402,2024-04-25,353353.0,57229.93
Safety,District 05,Jefferson,244704,05-00958.00,,HSIP,HSIP 9010(588),THE TRUESDELL CORPORATION,0505617472402,2024-04-25,407407.0,50615.88
Safety,District 05,Jefferson,244704,05-09034.00,,HSIP,HSIP 9010(593),THE TRUESDELL CORPORATION,0505600612401,2024-04-25,407407.0,205660.65
Safety,District 05,Jefferson,244704,05-00957.00,,HSIP,HSIP 9010(587),THE TRUESDELL CORPORATION,0505617472401,2024-04-25,407407.0,58355.23
Safety,District 05,Jefferson,244704,05-09035.00,,HSIP,HSIP 9010(594),THE TRUESDELL CORPORATION,0505600612402,2024-04-25,407407.0,92775.24
Safety,District 04,Hardin,244706,04-00952.00,,HSIP,HSIP 9010(526,STRAWSER CONSTRUCTION INC,0404790012401,2024-04-25,428365.36,428365.36
Safety,District 01,Various,244700,01-09033.00,,HSIP,HSIP 9010(578),RAM CONSTRUCTION SERVICES OF MICHIGAN INC,0107300242401,2024-04-25,242214.08,34425.71
Safety,District 01,Various,244700,01-09032.00,,HSIP,HSIP 9010(577),RAM CONSTRUCTION SERVICES OF MICHIGAN INC,0107200622401,2024-04-25,242214.08,50167.09
Safety,District 01,Various,244700,01-09034.00,,HSIP,HSIP 9010(579),RAM CONSTRUCTION SERVICES OF MICHIGAN INC,0107300602401,2024-04-25,242214.08,78798.46
Safety,District 01,Various,244700,01-09035.00,,HSIP,HSIP 9010(580),RAM CONSTRUCTION SERVICES OF MICHIGAN INC,0111100682401,2024-04-25,242214.08,78822.83
Safety,District 06,Various,244705,06-00947.00,,HSIP,HSIP 9010(606),A & A SAFETY INC,0605903712402,2024-04-25,211063.45,105105.31
Safety,District 06,Various,244705,06-00944.00,,HSIP,HSIP 9010(603),A & A SAFETY INC,0600800422401,2024-04-25,211063.45,44996.74
Safety,District 06,Various,244705,06-00946.00,,HSIP,HSIP 9010(605),A & A SAFETY INC,0605903712401,2024-04-25,211063.45,60961.39
Highway Improvement,District 05,Franklin,migrtest71225,,,,migrtest71225,JIMJOHNSON123456789123456789123456789,migrtest71225,2024-04-22,106500.0,106500.0
Alternative Delivery Projects,District 05,Jefferson,249999,05-08703.00,,,05056MARKET24,PACE CONTRACTING LLC,05056MARKET24,2024-04-22,9169796.25,9169796.25
Highway Improvement,District 06,Kenton,BSB116649,,,FD52,FD52 059 0075 190-192,WALSH KOKOSING JOINT VENTURE II,0605900752301,2024-04-22,0.04,0.04
Highway Improvement,District 05,Franklin,migrtest71125,,,,migrtest71125,JIMJOHNSON123456789123456789123456789,migrtest71125,2024-04-22,106500.0,106500.0
Highway Improvement,District 02,Hopkins,241006,02-09017.00,,FD04,FD04 054 0254 000-001,SCOTTY'S CONTRACTING & STONE LLC,DE05402542406,2024-03-21,624863.96,624863.96
Highway Improvement,District 08,Casey,241103,08-08705.00,,FD04,FD04 023 0501 011-012,THE ALLEN COMPANY INC,DE02305012403,2024-03-21,499266.33,499266.33
Pavement Asset Management,District 06,Carroll,242114,,,CPTL,CPTL 021 8013 000-003,HINKLE CONTRACTING COMPANY LLC,MP02180132401,2024-03-21,323900.9,323900.9
Bridge Asset Management,District 03,Warren,242983,,,FE02,FE02 114 3145 B00108N 01.88,SCOTT AND MURPHY INC,MB11431452401,2024-03-21,688217.56,688217.56
Rural Roads Projects,District 06,Bracken,243013,,,CB06,CB06 012 0875 009-012,MAGO CONSTRUCTION COMPANY LLC,0601208752402,2024-03-21,403762.87,168965.38
Rural Roads Projects,District 06,Bracken,243013,,,CB06,CB06 012 1019 004-005,MAGO CONSTRUCTION COMPANY LLC,0601210192401,2024-03-21,403762.87,40370.11
Rural Roads Projects,District 06,Bracken,243013,,,CB06,CB06 012 0875 014-017,MAGO CONSTRUCTION COMPANY LLC,0601208752401,2024-03-21,403762.87,194427.37
Pavement Asset Management,District 08,Lincoln,242075,,,FD05,FD05 069 0027 015-018,THE ALLEN COMPANY INC,MP06900272303,2024-03-21,1567305.22,701610.68
Pavement Asset Management,District 08,Lincoln,242075,,,FD05,FD05 069 0078 008-014,THE ALLEN COMPANY INC,MP06900782301,2024-03-21,1567305.22,714135.78
Pavement Asset Management,District 08,Lincoln,242075,,,FD05,FD05 069 1150 000-002,THE ALLEN COMPANY INC,MP06911502401,2024-03-21,1567305.22,119178.38
Pavement Asset Management,District 08,Russell,242086,,,FD05,FD05 104 0127 002-008,GADDIE-SHAMROCK LLC,MP10401272401,2024-03-21,724413.9,724413.9
Pavement Asset Management,District 09,Mason,242082,,,FD05,FD05 081 1236 000-002,H G MAYS CORPORATION,MP08112362401,2024-03-21,262768.0,178918.1
Pavement Asset Management,District 09,Mason,242082,,,FE01,FE01 081 1236 000-002,H G MAYS CORPORATION,MP08112362402,2024-03-21,262768.0,83849.9
Pavement Asset Management,District 09,Carter,242090,,,FD05,FD05 022 0002 015-020,MOUNTAIN ENTERPRISES INC,MP02200022401,2024-03-21,787724.21,668289.64
Pavement Asset Management,District 09,Carter,242090,,,FE01,FE01 022 0002 015-020,MOUNTAIN ENTERPRISES INC,MP02200022402,2024-03-21,787724.21,119434.57
Pavement Asset Management,District 06,Owen,242080,,,FD05,FD05 094 0355 006-019,HINKLE CONTRACTING COMPANY LLC,MP09403552401,2024-03-21,1224741.66,1224741.66
Pavement Asset Management,District 01,Trigg,242019,,,FD05,FD05 111 1891 000-004,ROGERS GROUP INC,MP11118912401,2024-03-21,327421.64,327421.64
Pavement Asset Management,District 05,Jefferson,242126,,,FD04,FD04 056 1065 005-008,BLUEGRASS CONTRACTING CORPORATION,MP05610652401,2024-03-21,3357350.0,3357350.0
Pavement Asset Management,District 04,Hardin,242064,,,FD05,FD05 047 0361 000-003,SCOTTY'S CONTRACTING & STONE LLC,MP04703612401,2024-03-21,1435605.35,1435605.35
Pavement Asset Management,District 04,Larue,242065,,,FD05,FD05 062 031E 010-015,SCOTTY'S CONTRACTING & STONE LLC,MP062031E2401,2024-03-21,607379.37,607379.37
Pavement Asset Management,District 07,Garrard,242059,,,FD05,FD05 040 0039 005-007,THE ALLEN COMPANY INC,MP04000392401,2024-03-21,262773.48,262773.48
Pavement Asset Management,District 08,Adair,242060,,,FD05,FD05 001 0055 006-010,GADDIE-SHAMROCK LLC,MP00100552401,2024-03-21,438641.93,438641.93
Pavement Asset Management,District 09,Boyd,242091,,,FD05,FD05 010 0005 000-007,BTI CONTRACTING INC DBA BLACKTOP INDUSTRIES,MP01000052401,2024-03-21,910521.58,910521.58
