TRAK_PROGRAM,DISTRICT,COUNTY,CONTRACT_ID,SYP_NO,FUND_CODE,PROGRAM_CODE,FED_PROJECT_NUM,CONTRACTOR,PROJECT_NM,LETTING_DATE,AWARD_AMOUNT,CALCULATED_AWARDED_AMOUNT
Bridge Asset Management,District 11,Harlan,245343,11-10191.00,"STP, BRZ",,STP BRZ 9030 (458),BUSH & BURCHETT INC,BR04812542400,2024-04-25,2393749.94,2393749.94
Safety,District 11,Laurel,244701,04-00948.00,,HSIP,HSIP 9010(581),THE TRUESDELL CORPORATION,0404300792401,2024-04-25,263263.0,91657.63
Safety,District 11,Laurel,244701,11-09026.00,,HSIP,HSIP 9010(607),THE TRUESDELL CORPORATION,1106300802401,2024-04-25,263263.0,117563.27
Safety,District 11,Laurel,244701,04-00953.00,,HSIP,HSIP 9010(525),THE TRUESDELL CORPORATION,04062031E2401,2024-04-25,263263.0,54042.09
Bridge Asset Management,District 11,Harlan,245341,11-10195.00,"STP, BRZ",,STP BRZ 9030 (429),INTECH CONTRACTING LLC,BR04801192401,2024-03-21,3108880.46,902729.8
Bridge Asset Management,District 11,Harlan,245341,11-01101.00,"STP, BRZ",,STP BRZ 9030 (428),INTECH CONTRACTING LLC,BR04801192400,2024-03-21,3108880.46,2206150.66
Bridge Asset Management,District 11,Harlan,245339,11-10225.00,"STP, BRZ",,STP BRZ 9030 (452),KAY & KAY CONTRACTING LLC,BR04808402400,2024-03-21,632176.25,632176.25
Safety,District 11,Bell,244101,11-00973.00,,HSIP,HSIP 0251(050),HINKLE CONTRACTING COMPANY LLC,11007025E2401,2024-03-21,2656732.37,2656732.37
Pavement Asset Management,District 11,Bell,242068,,,FD05,FD05 007 2402 000-002,HINKLE CONTRACTING COMPANY LLC,MP00724022302,2024-02-22,280283.88,280283.88
Rural Roads Projects,District 11,Jackson,243007,,,CB06,CB06 055 0577 000-002,THE ALLEN COMPANY INC,1105505772301,2024-02-22,595260.7,206894.06
Rural Roads Projects,District 11,Jackson,243007,,,CB06,CB06 055 2003 003-007,THE ALLEN COMPANY INC,1105520032303,2024-02-22,595260.7,388366.64
Pavement Asset Management,District 11,Leslie,242029,,,FD05,FD05 066 0066 000-003,MOUNTAIN ENTERPRISES INC,MP06600662401,2024-01-25,333403.28,333403.28
Pavement Asset Management,District 11,Laurel,242030,,,FD05,FD05 063 1193 000-004,STRAWSER CONSTRUCTION INC,MP06311932401,2024-01-25,425171.66,425171.66
Pavement Asset Management,District 11,Laurel,242032,,,FD05,FD05 063 3094 001-004,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP06330942401,2024-01-25,249936.86,249936.86
Pavement Asset Management,District 11,Clay,242058,,,FD05,FD05 026 0421 018-021,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP02604212401,2024-01-25,348373.73,348373.73
Rural Roads Projects,District 11,Harlan,243003,,,CB06,CB06 048 0219 000-003,MOUNTAIN ENTERPRISES INC,1104802192302,2024-01-25,899147.67,273634.06
Rural Roads Projects,District 11,Harlan,243003,,,CB06,CB06 048 3461 000-001,MOUNTAIN ENTERPRISES INC,1104834612305,2024-01-25,899147.67,50700.06
Rural Roads Projects,District 11,Harlan,243003,,,CB06,CB06 048 0072 010-012,MOUNTAIN ENTERPRISES INC,1104800722301,2024-01-25,899147.67,178666.86
Rural Roads Projects,District 11,Harlan,243003,,,CB06,CB06 048 0510 000-003,MOUNTAIN ENTERPRISES INC,1104805102303,2024-01-25,899147.67,312925.47
Rural Roads Projects,District 11,Harlan,243003,,,CB06,CB06 048 3448 000-001,MOUNTAIN ENTERPRISES INC,1104834482304,2024-01-25,899147.67,83221.23
Bridge Asset Management,District 11,Harlan,245331,11-10190.00,"STP, BRZ",,STP BRZ 9030 (443),KAY & KAY CONTRACTING LLC,BR04820072300,2024-01-25,3137409.42,3137409.42
Miscellaneous,District 11,Various,242011,,,CPTL,CPTL 007 8019 000-003,OGLESBY CONSTRUCTION INC,MP00780192401,2024-01-25,2850623.09,24516.87
Miscellaneous,District 11,Various,242011,,,FE01,121GR24P005-FE01 & C8XK,OGLESBY CONSTRUCTION INC,MP12100002411,2024-01-25,2850623.09,2826106.23
Pavement Asset Management,District 11,Jackson,232480,,,FD05,FD05 055 0421 016-022,THE ALLEN COMPANY INC,MP05504212301,2023-12-14,1012326.59,1012326.59
Pavement Asset Management,District 11,Leslie,232481,,,FD05,FD05 066 0421 016-022,MOUNTAIN ENTERPRISES INC,MP06604212302,2023-12-14,943400.42,943400.42
Pavement Asset Management,District 11,Clay,232497,11-20001.00,,FD04,FD04 026 9006 013-016,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP02690062301,2023-12-14,2220248.01,2220248.01
Rural Roads Projects,District 11,Whitley,233140,,,CB06,CB06 118 0779 007-011,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1111807792302,2023-12-14,932474.1,352153.72
Rural Roads Projects,District 11,Whitley,233140,,,CB06,CB06 118 1673 000-002,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1111816732301,2023-12-14,932474.1,164874.84
Rural Roads Projects,District 11,Whitley,233140,,,CB06,CB06 118 0836 001-004,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1111808362301,2023-12-14,932474.1,228496.56
Rural Roads Projects,District 11,Whitley,233140,,,CB06,CB06 118 3423 003-005,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1111834232301,2023-12-14,932474.1,186948.98
Miscellaneous,District 11,Knox,232495,11-04310.00,,FD04,FD04 061 3441 000-002,GEORGE B STONE CO LLC,MP06134412301,2023-12-14,125662.8,63683.87
Miscellaneous,District 11,Knox,232495,11-04356.00,,FD04,FD04 061 0011 019-021,GEORGE B STONE CO LLC,MP06100112303,2023-12-14,125662.8,61978.94
Pavement Asset Management,District 11,Laurel,232090,,,FD05,FD05 063 0192 012-018,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP06301922301,2023-11-16,607417.57,607417.57
Pavement Asset Management,District 11,Knox,232448,,,FD05,FD05 061 0011 000-004,STRAWSER CONSTRUCTION INC,MP06100112302,2023-11-16,771935.64,434836.25
Pavement Asset Management,District 11,Knox,232448,,,FD05,FD05 061 0229 005-009,STRAWSER CONSTRUCTION INC,MP06102292301,2023-11-16,771935.64,337099.39
Miscellaneous,District 11,Laurel,232473,11-04334.00,,FD04,FD04 063 0312 004-005,GEORGE B STONE CO LLC,MP06303122302,2023-11-16,434453.31,31883.36
Miscellaneous,District 11,Laurel,232473,11-04325.00,,FD04,FD04 063 0192 017-018,GEORGE B STONE CO LLC,MP06301922302,2023-11-16,434453.31,147994.31
Miscellaneous,District 11,Laurel,232473,11-04319.00,,FD04,FD04 063 0472 001-002,GEORGE B STONE CO LLC,MP06304722302,2023-11-16,434453.31,184625.92
Miscellaneous,District 11,Laurel,232473,11-04326.00,,FD04,FD04 063 0472 008-009,GEORGE B STONE CO LLC,MP06304722303,2023-11-16,434453.31,69949.76
Miscellaneous,District 11,Bell,232461,11-04349.00,,FD04,FD04 007 1491 000-002,GEORGE B STONE CO LLC,MP00714912301,2023-10-26,266698.5,27957.71
Miscellaneous,District 11,Bell,232461,11-04350.00,,FD04,FD04 007 0188 000-001,GEORGE B STONE CO LLC,MP00701882301,2023-10-26,266698.5,30867.88
Miscellaneous,District 11,Bell,232461,11-04365.00,,FD04,FD04 007 0190 007-009,GEORGE B STONE CO LLC,MP00701902301,2023-10-26,266698.5,207872.91
Miscellaneous,District 11,Whitley,232438,11-04340.00,,FD04,FD04 118 0779 007-008,GEORGE B STONE CO LLC,MP11807792302,2023-10-26,790831.0,48771.86
Miscellaneous,District 11,Whitley,232438,11-04348.00,,FD04,FD04 118 0779 008-009,GEORGE B STONE CO LLC,MP11807792303,2023-10-26,790831.0,18877.24
Miscellaneous,District 11,Whitley,232438,11-04347.00,,FD04,FD04 118 0779 006-007,GEORGE B STONE CO LLC,MP11807792301,2023-10-26,790831.0,62720.35
Miscellaneous,District 11,Whitley,232438,11-04359.00,,FD04,FD04 118 0204 002-003,GEORGE B STONE CO LLC,MP11802042301,2023-10-26,790831.0,37498.85
Miscellaneous,District 11,Whitley,232438,11-04341.00,,FD04,FD04 118 0836 000-002,GEORGE B STONE CO LLC,MP11808362301,2023-10-26,790831.0,130448.64
Miscellaneous,District 11,Whitley,232438,11-04335.00,,FD04,FD04 118 1064 010-011,GEORGE B STONE CO LLC,MP11810642302,2023-10-26,790831.0,201509.25
Miscellaneous,District 11,Whitley,232438,11-04364.00,,FD04,FD04 118 0856 000-002,GEORGE B STONE CO LLC,MP11808562302,2023-10-26,790831.0,101060.63
Miscellaneous,District 11,Whitley,232438,11-04311.00,,FD04,FD04 118 1064 006-007,GEORGE B STONE CO LLC,MP11810642301,2023-10-26,790831.0,51200.53
Miscellaneous,District 11,Whitley,232438,11-04322.00,,FD04,FD04 118 0856 000-001,GEORGE B STONE CO LLC,MP11808562301,2023-10-26,790831.0,24996.92
Miscellaneous,District 11,Whitley,232438,11-04312.00,,FD04,FD04 118 1064 013-014,GEORGE B STONE CO LLC,MP11810642303,2023-10-26,790831.0,113746.77
Bridge Asset Management,District 11,Laurel,235307,11-08953.00,"STP, BRZ",,STP BRZ 9030 (410),IRVINE CONTRACTING LIMITED LIABILITY COMPANY,BR06314142300,2023-10-26,1175323.18,1175323.18
Highway Improvement,District 11,Laurel,231316,11-00185.00,,NHPP,NHPP 0251 (037),L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,DE063025E2233,2023-09-28,32589996.1,32589996.09
Bridge Asset Management,District 11,Whitley,232968,11-10224.00,FBP,,FBP 0751(093),INTECH CONTRACTING LLC,MB11800752301,2023-08-24,1348431.57,674215.79
Bridge Asset Management,District 11,Whitley,232968,11-10224.00,FBP,,FBP 0751(093),INTECH CONTRACTING LLC,MB11800752302,2023-08-24,1348431.57,674215.78
Pavement Asset Management,District 11,Whitley,232368,,,FD05,FD05 118 1277 000-002,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP11812772301,2023-08-24,208275.13,208275.13
Miscellaneous,District 11,Jackson,232410,11-04324.00,,FD04,FD04 055 0421 003-005,GEORGE B STONE CO LLC,MP05504212302,2023-08-24,117356.9,117356.9
Bridge Asset Management,District 11,Knox,232990,,,FE02,FE02 061 0006 B00073N 08.41,JAVE LLC,MB06100062301,2023-08-24,205254.41,205254.41
Safety,District 11,Jackson,234214,11-09017.00,,HSIP,HSIP 4211(051),THE ALLEN COMPANY INC,1105504212302,2023-08-24,2766500.75,2766500.75
Rural Roads Projects,District 11,Clay,233081,,,CB06,CB06 026 1482 006-011,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1102614822402,2023-08-24,897768.27,413493.58
Rural Roads Projects,District 11,Clay,233081,,,CB06,CB06 026 3473 000-002,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1002634732401,2023-08-24,897768.27,93920.06
Rural Roads Projects,District 11,Clay,233081,,,CB06,CB06 026 1350 001-005,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1102613502403,2023-08-24,897768.27,266807.33
Rural Roads Projects,District 11,Clay,233081,,,CB06,CB06 026 0484 000-001,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,110260482401,2023-08-24,897768.27,123547.3
Rural Roads Projects,District 11,Knox,233072,,,CB06,CB06 061 0718 004-006,HINKLE CONTRACTING COMPANY LLC,1106107182305,2023-07-20,876480.41,138364.63
Rural Roads Projects,District 11,Knox,233072,,,CB06,CB06 061 1530 000-002,HINKLE CONTRACTING COMPANY LLC,1106115302304,2023-07-20,876480.41,160381.94
Rural Roads Projects,District 11,Knox,233072,,,CB06,CB06 061 1803 004-005,HINKLE CONTRACTING COMPANY LLC,1106118032302,2023-07-20,876480.41,124622.25
Rural Roads Projects,District 11,Knox,233072,,,CB06,CB06 061 0459 003-006,HINKLE CONTRACTING COMPANY LLC,1106104592301,2023-07-20,876480.41,226076.65
Rural Roads Projects,District 11,Knox,233072,,,CB06,CB06 061 1809 400-600,HINKLE CONTRACTING COMPANY LLC,1106118092303,2023-07-20,876480.41,227034.93
Rural Roads Projects,District 11,Laurel,233065,,,CB06,CB06 063 3435 000-004,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1106334352301,2023-06-22,476281.68,476281.68
Rural Roads Projects,District 11,Whitley,233068,,,CB06,CB06 118 0779 010-013,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1111807792301,2023-06-22,1113823.5,317698.97
Rural Roads Projects,District 11,Whitley,233068,,,CB06,CB06 118 3423 002-004,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1111834232306,2023-06-22,1113823.5,132691.97
Rural Roads Projects,District 11,Whitley,233068,,,CB06,CB06 118 1064 011-013,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1111810642304,2023-06-22,1113823.5,135451.93
Rural Roads Projects,District 11,Whitley,233068,,,CB06,CB06 118 1595 000-002,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1111815952305,2023-06-22,1113823.5,112393.25
Rural Roads Projects,District 11,Whitley,233068,,,CB06,CB06 118 0904 012-014,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1111809042302,2023-06-22,1113823.5,139812.26
Rural Roads Projects,District 11,Whitley,233068,,,CB06,CB06 118 0204 000-003,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1111802042303,2023-06-22,1113823.5,275775.12
Highway Improvement,District 11,Whitley,231103,11-09000.00,,FD04,FD04 118 0727 001-002,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,DE11807272303,2023-06-22,3888208.0,3888208.0
Miscellaneous,District 11,Knox,232353,11-80204.00,,FD04,FD04 051 0225 010-011,GEORGE B STONE CO LLC,MP06102252301,2023-06-22,272819.5,272819.5
Safety,District 11,Bell,234712,11-00975.00,,HSIP,HSIP 9010 (519),THE TRUESDELL CORPORATION,11007025E2301,2023-06-22,263263.0,202401.89
Safety,District 11,Bell,234712,11-09025.00,,HSIP,HSIP 9010 (520),THE TRUESDELL CORPORATION,1104804212301,2023-06-22,263263.0,60861.11
Pavement Asset Management,District 11,Harlan,232321,,,FE01,FE01 048 0221 005-009,KAY & KAY CONTRACTING LLC,MP048022123W1,2023-05-25,2215384.47,2215384.47
Pavement Asset Management,District 11,Whitley,232256,,,FD05,FD05 118 025W 025-027,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP118025W2301,2023-05-25,648843.15,648843.15
Pavement Asset Management,District 11,Bell,232255,,,FD05,FD05 007 025E 003-007,HINKLE CONTRACTING COMPANY LLC,MP007025E2301,2023-05-25,1805695.0,1805695.0
Pavement Asset Management,District 11,Knox,232241,,,FD05,FD05 061 025E 008-010,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP061025E2302,2023-05-25,499273.5,499273.5
Pavement Asset Management,District 11,Knox,232250,,,FD05,FD05 061 0011 018-023,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP06100112301,2023-05-25,509936.0,509936.0
Pavement Asset Management,District 11,Leslie,232304,,,FD05,FD05 066 3425 000-001,MOUNTAIN ENTERPRISES INC,MP06634252301,2023-05-25,138171.95,138171.95
Pavement Asset Management,District 11,Leslie,232325,,,FD05,FD05 066 0421 003-008,MOUNTAIN ENTERPRISES INC,MP06604212301,2023-05-25,767042.78,767042.78
Safety,District 11,Jackson,234207,11-09019.00,,HSIP,HSIP 4212(054),THE ALLEN COMPANY INC,1105504212301,2023-05-25,1289801.13,1289801.13
Pavement Asset Management,District 11,Knox,232134,,,FD04,FD04 061 025E 009-012,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP061025E2301,2023-04-27,2250623.7,2250623.7
Pavement Asset Management,District 11,Laurel,232270,,,FD05,FD05 063 0025 011-013,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP06300252301,2023-04-27,425008.15,425008.15
Highway Improvement,District 11,Laurel,231012,11-00187.00,,FD04,FD04 063 0192 018-021,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,DE06301922312,2023-04-27,33298219.02,33298219.02
Bridge Asset Management,District 11,Clay,237007,,,FD51,FD51 026 1662 C001 00.01,JAVE LLC,MB02616622301,2023-04-27,408639.96,408639.96
Alternative Delivery Projects,District 11,Harlan,229004,,,FD04,FD04 048 0421 000-003,BIZZACK CONSTRUCTION LLC,DE04804212201,2023-04-10,286502.0,286502.0
Safety,District 11,Laurel,234209,11-09018.00,,HSIP,HSIP 5292(007),L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1106303632301,2023-03-23,498033.39,498033.39
Pavement Asset Management,District 11,Jackson,232118,,,FD05,FD05 055 0290 005-009,THE ALLEN COMPANY INC,MP05502902301,2023-03-23,481712.04,481712.04
Pavement Asset Management,District 11,Laurel,232135,,,FD05,FD05 063 0312 006-008,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP06303122301,2023-03-23,121572.95,121572.95
Pavement Asset Management,District 11,Laurel,232171,,,FD05,FD05 063 0770 000-001,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP06307702301,2023-03-23,200712.9,200712.9
Pavement Asset Management,District 11,Harlan,232178,,,FD05,FD05 048 0038 016-023,MOUNTAIN ENTERPRISES INC,MP04800382301,2023-03-23,1233651.65,1233651.65
Safety,District 11,Various,234011,11-00974.00,,HSIP,HSIP 9010(485),GEORGE B STONE CO LLC,1112199992311,2023-03-23,627482.65,627482.65
Rural Roads Projects,District 11,Jackson,233029,,,CB06,CB06 055 1431 000-003,THE ALLEN COMPANY INC,1105514312202,2023-03-23,868564.05,315222.36
Rural Roads Projects,District 11,Jackson,233029,,,CB06,CB06 055 2003 000-004,THE ALLEN COMPANY INC,1105520032201,2023-03-23,868564.05,553341.69
Rural Roads Projects,District 11,Leslie,233031,,,CB06,CB06 066 3427 005-007,MOUNTAIN ENTERPRISES INC,1106634272301,2023-03-23,622720.39,125274.17
Rural Roads Projects,District 11,Leslie,233031,,,CB06,CB06 066 1482 004-006,MOUNTAIN ENTERPRISES INC,1106614822301,2023-03-23,622720.39,213138.16
Rural Roads Projects,District 11,Leslie,233031,,,CB06,CB06 066 0257 004-007,MOUNTAIN ENTERPRISES INC,1106602572301,2023-03-23,622720.39,284308.06
Highway Improvement,District 11,Whitley,231015,11-20018.00,,NHPP,NHPP 0751(091),L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,DE11800752315,2023-03-23,5063556.67,5063556.67
Bridge Asset Management,District 11,Various,232950,,,FE02,FE02 048 B00007N 10.38,SPARTAN CONTRACTING LLC,MB04801602301,2023-02-23,1087000.0,527832.84
Bridge Asset Management,District 11,Various,232950,,,FE02,FE02 026 B00094N 32.58,SPARTAN CONTRACTING LLC,MB02600662301,2023-02-23,1087000.0,559167.16
Highway Improvement,District 11,Knox,231006,11-08713.00,,,PROT 6000(229),L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,DE06104592306,2023-02-23,7476844.63,7476844.63
Safety,District 11,Knox,234204,11-09015.00,,HSIP,HSIP 0251(048),L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,11061025E2301,2023-02-23,1248562.29,1130682.94
Safety,District 11,Knox,234204,11-09015.00,,HSIP,HSIP 7550(002),L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,11118025W2301,2023-02-23,1248562.29,81905.48
Safety,District 11,Knox,234204,11-09015.00,,HSIP,HSIP 5203(022),L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,11063025W2301,2023-02-23,1248562.29,35973.88
Pavement Asset Management,District 11,Bell,232100,,,FD05,FD05 007 0092 008-012,HINKLE CONTRACTING COMPANY LLC,MP00700922201,2023-01-26,390693.12,390693.12
Pavement Asset Management,District 11,Clay,232101,,,FD05,FD05 026 0421 020-025,STRAWSER CONSTRUCTION INC,MP02604212202,2023-01-26,577020.67,577020.67
Pavement Asset Management,District 11,Clay,232102,,,FD05,FD05 026 2443 000-001,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP02624432201,2023-01-26,84068.22,84068.22
Safety,District 11,Harlan,234302,11-09020.00,,FD04,FD04 048 0421 017-022,MOUNTAIN ENTERPRISES INC,1104804212201,2023-01-26,2870777.0,2870777.0
Rural Roads Projects,District 11,Bell,233008,,,CB06,CB06 007 1344 001-004,HINKLE CONTRACTING COMPANY LLC,1100713442201,2023-01-26,782065.86,388162.24
Rural Roads Projects,District 11,Bell,233008,,,CB06,CB06 007 0987 013-017,HINKLE CONTRACTING COMPANY LLC,1100709872201,2023-01-26,782065.86,393903.62
Rural Roads Projects,District 11,Laurel,233010,,,CB06,CB06 063 2069 000-002,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1106320692204,2023-01-26,1110112.76,173938.16
Rural Roads Projects,District 11,Laurel,233010,,,CB06,CB06 063 0830 000-001,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1106308302202,2023-01-26,1110112.76,153846.69
Rural Roads Projects,District 11,Laurel,233010,,,CB06,CB06 063 0638 008-012,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1106306382201,2023-01-26,1110112.76,430512.44
Rural Roads Projects,District 11,Laurel,233010,,,CB06,CB06 063 1376 000-003,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1106313762203,2023-01-26,1110112.76,351815.48
Rural Roads Projects,District 11,Harlan,233013,,,CB06,CB06 048 1115 000-001,MOUNTAIN ENTERPRISES INC,1104811152201,2023-01-26,509767.3,72249.41
Rural Roads Projects,District 11,Harlan,233013,,,CB06,CB06 048 0219 002-006,MOUNTAIN ENTERPRISES INC,1104802192201,2023-01-26,509767.3,437517.9
Rural Roads Projects,District 11,Clay,233015,,,CB06,CB06 026 1350 004-007,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1102613502301,2023-01-26,729515.68,243433.51
Rural Roads Projects,District 11,Clay,233015,,,CB06,CB06 026 3473 000-001,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1102634732301,2023-01-26,729515.68,69982.19
Rural Roads Projects,District 11,Clay,233015,,,CB06,CB06 026 0687 011-014,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1102606872301,2023-01-26,729515.68,266642.18
Rural Roads Projects,District 11,Clay,233015,,,CB06,CB06 026 2432 000-002,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1102624322301,2023-01-26,729515.68,149457.8
Miscellaneous,District 11,Various,232011,,,FE01,FE01 121 DW23 0110000,REYNOLDS-CENTRAL SEAL A JOINT VENTURE,MP12100002311,2023-01-26,3130000.0,3130000.0
Bridge Asset Management,District 11,Whitley,225248,11-10034.00,"STP, BRZ",,STP BRZ 9030 (339),M&M SERVICES CO INC,BR11802042200,2022-12-08,407072.75,407072.75
Highway Improvement,District 11,Whitley,221360,11-00186.00,STP,,STP 0902 (008),L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,DE118025W2243,2022-11-17,36412358.06,36412358.06
Pavement Asset Management,District 11,Clay,222538,,,FD05,FD05 026 1850 001-003,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP02618502201,2022-11-17,180839.41,180839.41
Safety,District 11,Laurel,224326,11-09016.00,,HSIP,HSIP 5274(010),L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1106302292201,2022-09-22,869135.58,869135.58
Pavement Asset Management,District 11,Whitley,224328,,,FD05,FD05 118 025W 022-025,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP118025W2103,2022-09-22,7663707.44,499310.88
Pavement Asset Management,District 11,Whitley,224328,,,FD05,FD05 118 025W 014-016,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP118025W2101,2022-09-22,7663707.44,393669.11
Pavement Asset Management,District 11,Whitley,224328,,,FD05,FD05 118 025W 012-014,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP118025W2102,2022-09-22,7663707.44,414805.79
Safety,District 11,Whitley,224328,11-09007.00,,HSIP,HSIP 5152(004),L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,11118025W2201,2022-09-22,7663707.44,6355921.65
Pavement Asset Management,District 11,Bell,222522,11-80151.00,STP,,STP 5278 (023),BLUEGRASS CONTRACTING CORPORATION,MP00700742301,2022-09-22,1244754.0,652497.54
Pavement Asset Management,District 11,Bell,222522,11-80150.00,STP,,STP 5278 (022),BLUEGRASS CONTRACTING CORPORATION,MP00700742302,2022-09-22,1244754.0,195788.56
Pavement Asset Management,District 11,Bell,222522,11-80152.00,STP,,STP 6000 (179),BLUEGRASS CONTRACTING CORPORATION,MP00724022301,2022-09-22,1244754.0,396467.91
Pavement Asset Management,District 11,Knox,222498,,,FD05,FD05 061 0830 000-003,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP06108302201,2022-08-18,259704.97,259704.97
Miscellaneous,District 11,Clay,222496,11-04352.00,,FD04,FD04 026 0011 003-004,JAG INC,MP02600112202,2022-08-18,328400.0,184950.22
Miscellaneous,District 11,Clay,222496,11-04367.00,,FD04,FD04 026 0011 005-007,JAG INC,MP02600112203,2022-08-18,328400.0,110425.54
Miscellaneous,District 11,Clay,222496,11-04368.00,,FD04,FD04 026 0011 006-007,JAG INC,MP02600112204,2022-08-18,328400.0,33024.25
Pavement Asset Management,District 11,Bell,222479,,,FD05,FD05 007 025E 011-015,HINKLE CONTRACTING COMPANY LLC,MP007025E2201,2022-07-21,1891531.42,1891531.42
Pavement Asset Management,District 11,Bell,222480,,,FD05,FD05 007 2396 000-001,HINKLE CONTRACTING COMPANY LLC,MP00723962201,2022-07-21,99097.63,99097.63
Pavement Asset Management,District 11,Laurel,222483,,,FD05,FD05 063 0080 010-011,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP06300802201,2022-07-21,506090.78,506090.78
Pavement Asset Management,District 11,Knox,222311,,,FD05,FD05 061 1487 000-002,HINKLE CONTRACTING COMPANY LLC,MP06114872201,2022-06-23,201364.31,91737.22
Pavement Asset Management,District 11,Knox,222311,,,FD05,FD05 061 2418 000-001,HINKLE CONTRACTING COMPANY LLC,MP06124182201,2022-06-23,201364.31,109627.09
Pavement Asset Management,District 11,Clay,222173,,,FD05,FD05 026 2440 000-001,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP02624402201,2022-05-26,196212.76,196212.76
Pavement Asset Management,District 11,Clay,222202,,,FD05,FD05 026 0472 001-004,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP02604722201,2022-05-26,265824.94,265824.94
Pavement Asset Management,District 11,Clay,222212,,,FD05,FD05 026 0011 019-027,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP02600112201,2022-05-26,938115.92,938115.92
Pavement Asset Management,District 11,Clay,222216,,,FD05,FD05 026 3560 000-002,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP02635602201,2022-05-26,174339.83,174339.83
Pavement Asset Management,District 11,Jackson,222213,,,FD05,FD05 055 0089 015-019,THE ALLEN COMPANY INC,MP05500892201,2022-05-26,447405.15,447405.15
