TRAK_ORG_PROGRAM,DISTRICT,COUNTY,ITEM_NUMBER,RT_NUMBER,ROAD_NAME,PHASE_CODE,PROGRAM_CODE,APPROPRIATION_CODE,FUND_NBR,CONTRACT_ID,EMARS_PROGRAM_CODE,LENGTH,PROJECT_TYPE,MOD_LEVEL,CURRENT_MOD_LEVEL,AUTH_NBR,APPROVED_DATE,SCOPE_LINES,REMARK_LINE,STATE_FISCAL_YEAR,FISCAL_YEAR,AUTHORIZED
Highway Improvement,District 04,Grayson,04-08502.20,US 62,BEAVER DAM RD WEST MAPLE ST EA,U,FD52,Z24E,1200,,8433403U,,MINOR WIDENING,4,8,84334,2021-01-29,WIDEN PORTIONS OF US-62 FROM LEITCHFIELD TO CLARKSON. (08CCN)(10CCR)(14CCN),THIS AUTHORIZATION PROVIDES FEDERAL STP FUNDS FOR INITIAL UTILITY FUNDING ON CONSTRUCTION SEGMENT 2. (STATE FUND MATCH),2021,2021,1200000.0
Highway Improvement,District 04,Grayson,04-08502.10,US 62,BEAVER DAM RD WEST MAPLE ST EA,C,FD52,,1100,211001,8433401C,,MINOR WIDENING,5,8,84334,2021-02-11,IMPROVE US 62 FROM LEITCHFIELD BYPASS (KY3155) TO JUST EAST OF BEEHIVE CURVE. CONSTRUCTION SEGMENT 1.,THIS AUTHORIZATION PROVIDES FEDERAL STP CONSTRUCTION FUNDS TO COVER LOW-BID PLUS ENGINEERING WITH STATE FUND MATCH.,2021,2021,1432200.0
Highway Improvement,District 04,Grayson,04-08502.20,US 62,BEAVER DAM RD WEST MAPLE ST EA,U,FD52,Z24E,1200,211001,8433401C,,MINOR WIDENING,5,8,84334,2021-02-11,IMPROVE US 62 FROM LEITCHFIELD BYPASS (KY3155) TO JUST EAST OF BEEHIVE CURVE. CONSTRUCTION SEGMENT 1.,THIS AUTHORIZATION PROVIDES FEDERAL STP CONSTRUCTION FUNDS TO COVER LOW-BID PLUS ENGINEERING WITH STATE FUND MATCH.,2021,2021,0.0
Highway Improvement,District 04,Grayson,04-08502.20,US 62,BEAVER DAM RD WEST MAPLE ST EA,U,FD52,,1100,211001,8433401C,,MINOR WIDENING,5,8,84334,2021-02-11,IMPROVE US 62 FROM LEITCHFIELD BYPASS (KY3155) TO JUST EAST OF BEEHIVE CURVE. CONSTRUCTION SEGMENT 1.,THIS AUTHORIZATION PROVIDES FEDERAL STP CONSTRUCTION FUNDS TO COVER LOW-BID PLUS ENGINEERING WITH STATE FUND MATCH.,2021,2021,0.0
Highway Improvement,District 04,Grayson,04-08502.10,US 62,BEAVER DAM RD WEST MAPLE ST EA,C,FD52,Z2E1,1200,211001,8433401C,,MINOR WIDENING,5,8,84334,2021-02-11,IMPROVE US 62 FROM LEITCHFIELD BYPASS (KY3155) TO JUST EAST OF BEEHIVE CURVE. CONSTRUCTION SEGMENT 1.,THIS AUTHORIZATION PROVIDES FEDERAL STP CONSTRUCTION FUNDS TO COVER LOW-BID PLUS ENGINEERING WITH STATE FUND MATCH.,2021,2021,5728800.0
Highway Improvement,District 04,Grayson,04-08502.20,US 62,BEAVER DAM RD WEST MAPLE ST EA,U,FD52,Z24E,1200,,8433401R,,MINOR WIDENING,6,8,84334,2023-05-17,WIDEN PORTIONS OF US-62 FROM LEITCHFIELD TO CLARKSON. (08CCN)(10CCR)(14CCN)(16CCR),"THIS MODIFICATION PROVIDES $110,000 FEDERAL STP FUNDS TO COVER R/W COST ON THE PROJECT. (STATE FUND MATCH)",2021,2023,0.0
Highway Improvement,District 04,Grayson,04-08502.00,US 62,BEAVER DAM RD WEST MAPLE ST EA,R,FD52,M24E,1200,,8433401R,,MINOR WIDENING,6,8,84334,2023-05-17,WIDEN PORTIONS OF US-62 FROM LEITCHFIELD TO CLARKSON. (08CCN)(10CCR)(14CCN)(16CCR),"THIS MODIFICATION PROVIDES $110,000 FEDERAL STP FUNDS TO COVER R/W COST ON THE PROJECT. (STATE FUND MATCH)",2023,2023,88000.0
Highway Improvement,District 04,Grayson,04-08502.10,US 62,BEAVER DAM RD WEST MAPLE ST EA,C,FD52,Z2E1,1200,,8433401R,,MINOR WIDENING,6,8,84334,2023-05-17,WIDEN PORTIONS OF US-62 FROM LEITCHFIELD TO CLARKSON. (08CCN)(10CCR)(14CCN)(16CCR),"THIS MODIFICATION PROVIDES $110,000 FEDERAL STP FUNDS TO COVER R/W COST ON THE PROJECT. (STATE FUND MATCH)",2021,2023,0.0
Highway Improvement,District 04,Grayson,04-08502.20,US 62,BEAVER DAM RD WEST MAPLE ST EA,U,FD52,,1100,,8433401R,,MINOR WIDENING,8,8,84334,2025-09-18,WIDEN PORTIONS OF US-62 FROM LEITCHFIELD TO CLARKSON. (08CCN)(10CCR)(14CCN)(16CCR),"THIS MOD PROVIDES $70,000 (FD52) FUNDS TO COVER R/W SETTLEMENTS ON THE PROJECT. (STATE FUND MATCH)",2021,2026,0.0
Highway Improvement,District 04,Grayson,04-08502.00,US 62,BEAVER DAM RD WEST MAPLE ST EA,R,FD52,,1100,,8433401R,,MINOR WIDENING,6,8,84334,2023-05-17,WIDEN PORTIONS OF US-62 FROM LEITCHFIELD TO CLARKSON. (08CCN)(10CCR)(14CCN)(16CCR),"THIS MODIFICATION PROVIDES $110,000 FEDERAL STP FUNDS TO COVER R/W COST ON THE PROJECT. (STATE FUND MATCH)",2023,2023,22000.0
Highway Improvement,District 04,Grayson,04-08502.10,US 62,BEAVER DAM RD WEST MAPLE ST EA,C,FD52,,1100,,8433401R,,MINOR WIDENING,6,8,84334,2023-05-17,WIDEN PORTIONS OF US-62 FROM LEITCHFIELD TO CLARKSON. (08CCN)(10CCR)(14CCN)(16CCR),"THIS MODIFICATION PROVIDES $110,000 FEDERAL STP FUNDS TO COVER R/W COST ON THE PROJECT. (STATE FUND MATCH)",2021,2023,0.0
Highway Improvement,District 04,Grayson,04-08502.20,US 62,BEAVER DAM RD WEST MAPLE ST EA,U,FD52,,1100,,8433401R,,MINOR WIDENING,6,8,84334,2023-05-17,WIDEN PORTIONS OF US-62 FROM LEITCHFIELD TO CLARKSON. (08CCN)(10CCR)(14CCN)(16CCR),"THIS MODIFICATION PROVIDES $110,000 FEDERAL STP FUNDS TO COVER R/W COST ON THE PROJECT. (STATE FUND MATCH)",2021,2023,0.0
Highway Improvement,District 04,Grayson,04-08502.20,US 62,BEAVER DAM RD WEST MAPLE ST EA,U,FD52,Z24E,1200,211001,8433403C,,MINOR WIDENING,7,8,84334,2024-05-21,IMPROVE US 62 FROM LEITCHFIELD BYPASS (KY3155) TO JUST EAST OF BEEHIVE CURVE. CONSTRUCTION SEGMENT 1.,"THIS MODIFICATION PROVIDES ADDITIONAL $300,000 FD52 1100 NON-FEDERAL PARTICIPATING FUNDS FOR STATE FORCES AND MASTER AGREEMENTS TO COMPLETE ADDITIONAL CONSTRUCTION WORK.",2021,2024,0.0
Highway Improvement,District 04,Grayson,04-08502.00,US 62,BEAVER DAM RD WEST MAPLE ST EA,R,FD52,,1100,,8433401R,,MINOR WIDENING,8,8,84334,2025-09-18,WIDEN PORTIONS OF US-62 FROM LEITCHFIELD TO CLARKSON. (08CCN)(10CCR)(14CCN)(16CCR),"THIS MOD PROVIDES $70,000 (FD52) FUNDS TO COVER R/W SETTLEMENTS ON THE PROJECT. (STATE FUND MATCH)",2023,2026,0.0
Highway Improvement,District 04,Grayson,04-08502.10,US 62,BEAVER DAM RD WEST MAPLE ST EA,C,FD52,,1100,211001,8433403C,,MINOR WIDENING,7,8,84334,2024-05-21,IMPROVE US 62 FROM LEITCHFIELD BYPASS (KY3155) TO JUST EAST OF BEEHIVE CURVE. CONSTRUCTION SEGMENT 1.,"THIS MODIFICATION PROVIDES ADDITIONAL $300,000 FD52 1100 NON-FEDERAL PARTICIPATING FUNDS FOR STATE FORCES AND MASTER AGREEMENTS TO COMPLETE ADDITIONAL CONSTRUCTION WORK.",2024,2024,300000.0
Highway Improvement,District 04,Grayson,04-08502.00,US 62,BEAVER DAM RD WEST MAPLE ST EA,R,FD52,,1100,211001,8433403C,,MINOR WIDENING,7,8,84334,2024-05-21,IMPROVE US 62 FROM LEITCHFIELD BYPASS (KY3155) TO JUST EAST OF BEEHIVE CURVE. CONSTRUCTION SEGMENT 1.,"THIS MODIFICATION PROVIDES ADDITIONAL $300,000 FD52 1100 NON-FEDERAL PARTICIPATING FUNDS FOR STATE FORCES AND MASTER AGREEMENTS TO COMPLETE ADDITIONAL CONSTRUCTION WORK.",2023,2024,0.0
Highway Improvement,District 04,Grayson,04-08502.20,US 62,BEAVER DAM RD WEST MAPLE ST EA,U,FD52,,1100,211001,8433403C,,MINOR WIDENING,7,8,84334,2024-05-21,IMPROVE US 62 FROM LEITCHFIELD BYPASS (KY3155) TO JUST EAST OF BEEHIVE CURVE. CONSTRUCTION SEGMENT 1.,"THIS MODIFICATION PROVIDES ADDITIONAL $300,000 FD52 1100 NON-FEDERAL PARTICIPATING FUNDS FOR STATE FORCES AND MASTER AGREEMENTS TO COMPLETE ADDITIONAL CONSTRUCTION WORK.",2021,2024,0.0
Highway Improvement,District 04,Grayson,04-08502.10,US 62,BEAVER DAM RD WEST MAPLE ST EA,C,FD52,,1100,211001,8433403C,,MINOR WIDENING,7,8,84334,2024-05-21,IMPROVE US 62 FROM LEITCHFIELD BYPASS (KY3155) TO JUST EAST OF BEEHIVE CURVE. CONSTRUCTION SEGMENT 1.,"THIS MODIFICATION PROVIDES ADDITIONAL $300,000 FD52 1100 NON-FEDERAL PARTICIPATING FUNDS FOR STATE FORCES AND MASTER AGREEMENTS TO COMPLETE ADDITIONAL CONSTRUCTION WORK.",2021,2024,0.0
Highway Improvement,District 04,Grayson,04-08502.10,US 62,BEAVER DAM RD WEST MAPLE ST EA,C,FD52,Z2E1,1200,211001,8433403C,,MINOR WIDENING,7,8,84334,2024-05-21,IMPROVE US 62 FROM LEITCHFIELD BYPASS (KY3155) TO JUST EAST OF BEEHIVE CURVE. CONSTRUCTION SEGMENT 1.,"THIS MODIFICATION PROVIDES ADDITIONAL $300,000 FD52 1100 NON-FEDERAL PARTICIPATING FUNDS FOR STATE FORCES AND MASTER AGREEMENTS TO COMPLETE ADDITIONAL CONSTRUCTION WORK.",2021,2024,0.0
Highway Improvement,District 04,Grayson,04-08502.00,US 62,BEAVER DAM RD WEST MAPLE ST EA,R,FD52,M24E,1200,211001,8433403C,,MINOR WIDENING,7,8,84334,2024-05-21,IMPROVE US 62 FROM LEITCHFIELD BYPASS (KY3155) TO JUST EAST OF BEEHIVE CURVE. CONSTRUCTION SEGMENT 1.,"THIS MODIFICATION PROVIDES ADDITIONAL $300,000 FD52 1100 NON-FEDERAL PARTICIPATING FUNDS FOR STATE FORCES AND MASTER AGREEMENTS TO COMPLETE ADDITIONAL CONSTRUCTION WORK.",2023,2024,0.0
Highway Improvement,District 04,Grayson,04-08502.10,US 62,BEAVER DAM RD WEST MAPLE ST EA,C,FD52,Z2E1,1200,,8433401R,,MINOR WIDENING,8,8,84334,2025-09-18,WIDEN PORTIONS OF US-62 FROM LEITCHFIELD TO CLARKSON. (08CCN)(10CCR)(14CCN)(16CCR),"THIS MOD PROVIDES $70,000 (FD52) FUNDS TO COVER R/W SETTLEMENTS ON THE PROJECT. (STATE FUND MATCH)",2021,2026,0.0
Highway Improvement,District 04,Grayson,04-08502.00,US 62,BEAVER DAM RD WEST MAPLE ST EA,R,FD52,Y240,1200,,8433401R,,MINOR WIDENING,8,8,84334,2025-09-18,WIDEN PORTIONS OF US-62 FROM LEITCHFIELD TO CLARKSON. (08CCN)(10CCR)(14CCN)(16CCR),"THIS MOD PROVIDES $70,000 (FD52) FUNDS TO COVER R/W SETTLEMENTS ON THE PROJECT. (STATE FUND MATCH)",2026,2026,56000.0
Highway Improvement,District 04,Grayson,04-08502.00,US 62,BEAVER DAM RD WEST MAPLE ST EA,R,FD52,,1100,,8433401R,,MINOR WIDENING,8,8,84334,2025-09-18,WIDEN PORTIONS OF US-62 FROM LEITCHFIELD TO CLARKSON. (08CCN)(10CCR)(14CCN)(16CCR),"THIS MOD PROVIDES $70,000 (FD52) FUNDS TO COVER R/W SETTLEMENTS ON THE PROJECT. (STATE FUND MATCH)",2026,2026,14000.0
Highway Improvement,District 04,Grayson,04-08502.10,US 62,BEAVER DAM RD WEST MAPLE ST EA,C,FD52,,1100,,8433401R,,MINOR WIDENING,8,8,84334,2025-09-18,WIDEN PORTIONS OF US-62 FROM LEITCHFIELD TO CLARKSON. (08CCN)(10CCR)(14CCN)(16CCR),"THIS MOD PROVIDES $70,000 (FD52) FUNDS TO COVER R/W SETTLEMENTS ON THE PROJECT. (STATE FUND MATCH)",2024,2026,0.0
Highway Improvement,District 04,Grayson,04-08502.00,US 62,BEAVER DAM RD WEST MAPLE ST EA,R,FD52,M24E,1200,,8433401R,,MINOR WIDENING,8,8,84334,2025-09-18,WIDEN PORTIONS OF US-62 FROM LEITCHFIELD TO CLARKSON. (08CCN)(10CCR)(14CCN)(16CCR),"THIS MOD PROVIDES $70,000 (FD52) FUNDS TO COVER R/W SETTLEMENTS ON THE PROJECT. (STATE FUND MATCH)",2023,2026,0.0
Rural Roads Projects,District 04,Grayson,,KY 3210,"RAY PRIDDY RD,SADLER RD,ROCK C",C,CB06,,1100,193145,1051001C,11.3890,BIT. RESURFACE,0,0,10510,2019-07-12,"FROM US 62 EXTENDING NORTH TO KY 54,FROM CHEAL RD EXTENDING NORTH TO KY 187 ,FROM KY 2778 EXTENDING NORTH TO 0.283 MILES SOUTH OF FRAGRANT RD,FROM 0.299 MILES SOUTH OF FREE ZION RD EXTENDING NORTH TO KY 54",THIS REFLECTS THE LOW BID PLUS 5% CONST. ENGR.,2020,2020,967556.47
Highway Improvement,District 04,Green,03-08706.10,US 68,GLASGOW RD+W STOCKTON ST+N MAI,R,FD52,Z2E2,1200,,9021702R,9.8260,NOT APPLICABLE,4,5,90217,2024-05-21,"Horizontal and vertical alignment spot improvement on US 68 in Metcalfe and Green Counties, north of Edmonton, between the intersections of US 68/745 and US 68/KY 729. (2020BOP)",THIS MODIFICATION PROVIDES ADDITIONAL STP FUNDS WITH STATE MATCHING FUNDS FOR RIGHT OF WAY (3 PARCELS).,2023,2024,0.0
Highway Improvement,District 04,Green,, ,VARIOUS COUNTY ROADS,C,FD39,,1100,,1370101C,,NOT APPLICABLE,0,1,13701,2021-07-26,RESURFACE VARIOUS GREEN COUNTY ROADS,"THIS AUTHORIZATION PROVIDES $405,243 FD39 FUNDS FOR THE PROJECT.  AS PER AGREEMENT, THE CABINET WILL REIMBURSE GREEN COUNTY UP TO $405,243 FOR THIS PROJECT.  LPA CONTRACT.  LPI",2022,2022,405243.0
Highway Improvement,District 04,Green,,CR 1707,"GORDON MILBY LN,CHARLIE RHEA R",C,CB06,,1100,,1223401C,3.8840,BIT. RESURFACE,0,1,12234,2020-09-29,"FROM KY 783 EXTENDING NORTH TO END OF COUNTY ROAD MAINTENANCE ,FROM 0.315 MILES NORTH OF GLENVIEW RD EXTENDING NORTH TO 0.653 MILES NORTH OF GLENVIEW RD - PATCHING,FROM WINDING RIDGE RD EXTENDING SOUTH TO KY 1913 - PATCHING,FROM WHITEWOOD RD EXTENDING NORTH TO END OF COUNTY ROAD MAINTENANCE ,FROM THE TRAILING END OF C00037N EXTENDING WEST TO 0.110 MILES EAST OF LEWIS DOBSON RD,FROM GLENVIEW RD EXTENDING NORTH TO 0.228 MILES NORTH OF GLENVIEW RD - PATCHING,FROM KY 61 EXTENDING SOUTH TO KY 61 - PATCHING ,FROM CARLISLE AVE EXTENDING WEST TO AUTUMN DR ",COUNTY IS RESPONSIBLE FOR ALL PHASES OF WORK (SEE AGREEMENT). ,2021,2021,153391.0
Rural Roads Projects,District 04,Green,,KY 487,"KY-417,KY-487,KY-323",C,CB06,,1100,193314,1051101C,6.3620,BIT. RESURFACE,0,0,10511,2019-07-12,"FROM US 68 EXTENDING EAST TO RIVERVIEW AVENUE,FROM US 68 EXTENDING EAST TO 0.325 MILES WEST OF HOWARD SCHOOL RD ,FROM POPLAR GROVE SCHOOL EXTENDING EAST TO V D MILBY RD",THIS REFLECTS THE LOW BID OF 5% CONST. ENGR.,2020,2020,553114.44
Highway Improvement,District 04,Green,,CR 1324,"OLLIE SHUFFETT RD,CENTER-CRAIL",C,CB06,,1100,,1031601C,3.1070,BIT. RESURFACE,0,0,10316,2019-05-30,"FROM GROVER GIVENS RD EXTENDING NORTH TO END OF COUNTY MAINTENANCE ,FROM KY 218 EXTENDING WEST TO THE METCALFE COUNTY LINE ,FROM LIBERTY CHURCH RD EXTENDING NORTH TO END OF COUNTY MAINTENANCE ,FROM US 68 EXTENDING NORTH TO END OF COUNTY MAINTENANCE ,FROM 0.369 MILES NORTH OF WILLIAM E LOBB DR EXTENDING NORTH TO END OF COUNTY MAINTENANCE ,FROM KY 88 EXTENDING SOUTH TO END OF COUNTY MAINTENANCE ,FROM SULLIVAN RD EXTENDING WEST TO END OF COUNTY MAINTENANCE ,FROM CAMPTON SCHOOL RD EXTENDING SOUTH TO END OF COUNTY MAINTENANCE ",COUNTY IS RESPONSIBLE FOR ALL PHASES OF WORK (SEE AGREEMENT),2020,2019,141946.0
Pavement Asset Management,District 04,Green,,KY 218,HIGHWAY 218 ,C,FD05,,1100,202298,1229901C,3.4300,BIT SURF & RESTORE,0,0,12299,2020-12-07,"(KY 218) (MP 1.615) BEGINNING AT LIBERTY - LAWSON ROAD EXTENDING EAST TO KY 1464. (MP 5.045),",THIS AUTHORIZATION PROVIDES CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS 10% FOR ENGINEERING.,2021,2021,332148.0
Bridge Asset Management,District 04,Green,04-10143.00,KY 487,KY 487,C,FD55,Y110,1200,235305,1657001C,0.0060,,1,1,16570,2024-11-06,BRIDGE PROJECT IN GREEN COUNTY ON (044B00029N) KY-487 AT SOUTH FK RUSSELL CREEK.,THIS MODIFICATION PROVIDES ADDITIONAL FD55 FEDERAL BRIDGE FUNDS FOR CONSTRUCTION.,2023,2025,0.0
Bridge Asset Management,District 04,Green,04-10143.00,KY 487,KY 487,C,FD55,Y110,1200,235305,1657001C,0.0060,,1,1,16570,2024-11-06,BRIDGE PROJECT IN GREEN COUNTY ON (044B00029N) KY-487 AT SOUTH FK RUSSELL CREEK.,THIS MODIFICATION PROVIDES ADDITIONAL FD55 FEDERAL BRIDGE FUNDS FOR CONSTRUCTION.,2025,2025,100000.0
Bridge Asset Management,District 04,Green,04-10143.00,KY 487,KY 487,C,FD55,,1100,235305,1657001C,0.0060,,1,1,16570,2024-11-06,BRIDGE PROJECT IN GREEN COUNTY ON (044B00029N) KY-487 AT SOUTH FK RUSSELL CREEK.,THIS MODIFICATION PROVIDES ADDITIONAL FD55 FEDERAL BRIDGE FUNDS FOR CONSTRUCTION.,2023,2025,0.0
Bridge Asset Management,District 04,Green,04-10143.00,KY 487,KY 487,C,FD55,Y110,1100,235305,1657001C,0.0060,,1,1,16570,2024-11-06,BRIDGE PROJECT IN GREEN COUNTY ON (044B00029N) KY-487 AT SOUTH FK RUSSELL CREEK.,THIS MODIFICATION PROVIDES ADDITIONAL FD55 FEDERAL BRIDGE FUNDS FOR CONSTRUCTION.,2025,2025,25000.0
Bridge Asset Management,District 04,Green,04-10143.00,KY 487,KY 487,C,FD55,Y110,1200,235305,1657002C,0.0060,,0,1,16570,2023-05-16,BRIDGE PROJECT IN GREEN COUNTY ON (044B00029N) KY-487 AT SOUTH FK RUSSELL CREEK,THIS AUTHORIZATION PROVIDES FEDERAL BRIDGE FUNDS TO COVER LOW-BID PLUS CEI WITH STATE FUND MATCH.,2023,2023,335560.0
Highway Improvement,District 04,Green,04-00398.00, ,US 68 BYPASS TO KY 3535,D,FD52,Y238,1200,,9024302D,4.6000,NEW ROUTE,5,5,90243,2023-05-01,CONSTRUCT NEW CONNECTOR ON THE EAST SIDE OF GREENSBURG BEGINNING NEAR THE US-61 AND US-68 INTERSECTION SOUTH OF TOWN AND EXTENDING TO KY 3535 ON THE NORTH SIDE OF GREENSBURG. (2020CCR) (2022CCR),"THIS AUTHORIZATION PROVIDES $1,040,000 FEDERAL STP FUNDS FOR DESIGN PE&amp;E ACTIVITIES WITH STATE FUND MATCH.",2023,2023,832000.0
Highway Improvement,District 04,Green,04-00398.00, ,US 68 BYPASS TO KY 3535,D,FD04,,1100,,9024302D,4.6000,NEW ROUTE,5,5,90243,2023-05-01,CONSTRUCT NEW CONNECTOR ON THE EAST SIDE OF GREENSBURG BEGINNING NEAR THE US-61 AND US-68 INTERSECTION SOUTH OF TOWN AND EXTENDING TO KY 3535 ON THE NORTH SIDE OF GREENSBURG. (2020CCR) (2022CCR),"THIS AUTHORIZATION PROVIDES $1,040,000 FEDERAL STP FUNDS FOR DESIGN PE&amp;E ACTIVITIES WITH STATE FUND MATCH.",2020,2023,0.0
Highway Improvement,District 04,Green,04-00398.00, ,US 68 BYPASS TO KY 3535,D,FD52,,1100,,9024302D,4.6000,NEW ROUTE,5,5,90243,2023-05-01,CONSTRUCT NEW CONNECTOR ON THE EAST SIDE OF GREENSBURG BEGINNING NEAR THE US-61 AND US-68 INTERSECTION SOUTH OF TOWN AND EXTENDING TO KY 3535 ON THE NORTH SIDE OF GREENSBURG. (2020CCR) (2022CCR),"THIS AUTHORIZATION PROVIDES $1,040,000 FEDERAL STP FUNDS FOR DESIGN PE&amp;E ACTIVITIES WITH STATE FUND MATCH.",2023,2023,208000.0
Highway Improvement,District 04,Green,04-00398.00, ,US 68 BYPASS TO KY 3535,D,FD04,,1100,,9024301D,4.6000,NEW ROUTE,4,5,90243,2020-04-27,CONSTRUCT NEW CONNECTOR FROM VAUGHN CURVE ON US-68 BYPASS EAST OF GREENSBURG CROSSING KY-61 AND KY-417 AND CONNECTING WITH KY-3535 NORTH OF GREENSBURG.(SEE ITEM #8-8711)(12CCN)(14CCR)(16CCR)(SEE 4-398.01 MICKEY VAUGHN CURVE IMPROVE.),"THIS AUTHORIZATION RELEASES ($43,000) OF FD04 FUNDS FROM THE DESIGN PHASE.",2020,2020,-43000.0
Bridge Asset Management,District 04,Green,04-10143.00,KY 487,KY 487,C,FD55,,1100,235305,1657002C,0.0060,,0,1,16570,2023-05-16,BRIDGE PROJECT IN GREEN COUNTY ON (044B00029N) KY-487 AT SOUTH FK RUSSELL CREEK,THIS AUTHORIZATION PROVIDES FEDERAL BRIDGE FUNDS TO COVER LOW-BID PLUS CEI WITH STATE FUND MATCH.,2023,2023,58890.0
Highway Improvement,District 04,Green,, ,VARIOUS COUNTY ROADS,C,FD39,,1100,,1258101C,,NOT APPLICABLE,1,1,12581,2021-03-24,RESURFACE VARIOUS GREEN COUNTY ROADS,"THIS MOD RELEASES $14,240.70 UNOBLIGATED FD39 FUNDS FROM THIS PROJECT.  LPI",2021,2021,-14240.7
Highway Improvement,District 04,Green,, ,VARIOUS COUNTY ROADS,C,FD39,,1100,,1258101C,,NOT APPLICABLE,0,1,12581,2020-11-09,RESURFACE VARIOUS GREEN COUNTY ROADS,"THIS AUTHORIZATION PROVIDES $755,077 FD39 FUNDS FOR THE PROJECT.  AS PER AGREEMENT, THE CABINET WILL REIMBURSE GREEN COUNTY UP TO $755,077 FOR THIS PROJECT.  LPA CONTRACT.  LPI",2021,2021,755077.0
Pavement Asset Management,District 04,Green,,KY 3535,INDUSTRIAL PARK ROAD,C,FD05,,1100,212021,1286101C,0.7720,BIT SURF & RESTORE,0,0,12861,2021-02-11,(KY 3535) (MP 0.000) BEGIN AT CARLISLE AVENUE EXTENDING NORTH TO US 68 (MP 0.772),THIS AUTHORIZATION PROVIDES CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS 10% FOR ENGINEERING.,2021,2021,81037.0
Highway Improvement,District 04,Green,,CR 1314,"HALL CEMETERY ROAD,DOC WARD RO",C,FD14,,1100,,1973101C,,ROADWAY SAFETY-M&P,0,0,19731,2025-07-14,,,2026,2026,354000.0
Highway Improvement,District 04,Green,,KY 2765,OLD SALEM CHURCH ROAD,C,CB01,,1100,,1414701C,0.0200,DRAINAGE STRUCTURE,0,0,14147,2021-10-06,DRAINAGE STRUCTURE REPLACEMENT LOCATED 0.005 EAST OF SAMMY BONTA ROAD AT MILEPOINT 0.400,WORK TO BE PERFORMED BY STATE DOH FORCES/PRICE CONTRACT. RS EMERGENCY FUNDS WILL BE USED FOR THIS PROJECT. ,2022,2022,68000.0
Highway Improvement,District 04,Green,,CR 1182,ALLEN INGRAM ROAD,C,CA03,,1100,,1452201C,0.0040,DRAINAGE STRUCTURE,0,0,14522,2022-01-19,REPLACE DRAINAGE STRUCTURE 0.080 MILES SOUTH OF KY 1913,COUNTY ROAD AID EMERGENCY FUNDS TO BE USED FOR THIS PROJECT. CHECKS TO BE ISSUED DIRECTLY TO THE COUNTY . COUNTY IS RESPONSIBLE FOR ALL PHASES OF WORK.,2022,2022,100000.0
Highway Improvement,District 04,Green,,CR 1127,OLD CEDARTOP SCHOOL ROAD ,C,CA03,,1100,,1454801C,0.0040,DRAINAGE STRUCTURE,0,0,14548,2022-01-24,REPLACE DRAINAGE STRUCTURE OVER SMITH BRANCH LOCATED 0.023 MILES WEST OF CANEY FORK ROAD AT MILEPOINT 1.543,COUNTY ROAD AID EMERGENCY FUNDS TO BE USED FOR THIS PROJECT. CHECKS TO BE ISSUED DIRECTLY TO THE COUNTY . COUNTY IS RESPONSIBLE FOR ALL PHASES OF WORK.,2022,2022,76800.0
Highway Improvement,District 04,Green,04-08712.00,KY 61,KY-61,U,FD52,Y238,1200,,8790701R,0.3900,MAJOR WIDENING,6,6,87907,2025-03-13,IMPROVE SAFETY AND MOBILITY ON KY-61 FROM PITMAN CREEK BRIDGE TO DOC WARD RD (CR 1314). (12CCN)(14CCR)(16CCR) (2020CCR),"THIS MOD PROVIDES $200,000 FEDERAL STP FUNDS TO COVER FINAL PARCEL PAYMENTS ON THE PROJECT. (STATE FUND MATCH)",2022,2025,0.0
Bridge Asset Management,District 04,Green,04-10009.00,US 68,US-68,C,FD55,Z240,1200,195146,1128101C,,BRIDGE REPLACEMENT,0,0,11281,2019-11-13,ADDRESS DEFICIENCIES OF US 68 BRIDGE OVER GREASY CREEK. (044B00013N),"THIS AUTHORIZATION PROVIDES FUNDS FOR THE CONSTRUCTION PHASE OF THE PROJECT.  OCTOBER 25, 2019 LETTING.  JL",2020,2020,863039.12
Bridge Asset Management,District 04,Green,04-10009.00,US 68,US-68,C,FD55,,1100,195146,1128101C,,BRIDGE REPLACEMENT,0,0,11281,2019-11-13,ADDRESS DEFICIENCIES OF US 68 BRIDGE OVER GREASY CREEK. (044B00013N),"THIS AUTHORIZATION PROVIDES FUNDS FOR THE CONSTRUCTION PHASE OF THE PROJECT.  OCTOBER 25, 2019 LETTING.  JL",2020,2020,215759.78
Highway Improvement,District 04,Green,04-08712.00,KY 61,KY-61,R,FD52,Y238,1200,,8790701R,0.3900,MAJOR WIDENING,6,6,87907,2025-03-13,IMPROVE SAFETY AND MOBILITY ON KY-61 FROM PITMAN CREEK BRIDGE TO DOC WARD RD (CR 1314). (12CCN)(14CCR)(16CCR) (2020CCR),"THIS MOD PROVIDES $200,000 FEDERAL STP FUNDS TO COVER FINAL PARCEL PAYMENTS ON THE PROJECT. (STATE FUND MATCH)",2025,2025,160000.0
