TRAK_ORG_PROGRAM,DISTRICT,COUNTY,ITEM_NUMBER,RT_NUMBER,ROAD_NAME,PHASE_CODE,PROGRAM_CODE,APPROPRIATION_CODE,FUND_NBR,CONTRACT_ID,EMARS_PROGRAM_CODE,LENGTH,PROJECT_TYPE,MOD_LEVEL,CURRENT_MOD_LEVEL,AUTH_NBR,APPROVED_DATE,SCOPE_LINES,REMARK_LINE,STATE_FISCAL_YEAR,FISCAL_YEAR,AUTHORIZED
Pavement Asset Management,District 02,Christian,,KY 107,"FT CAMPBELL BLVD,LAFAYETTE ROA",C,FD05,,1100,242022,1810601C,,BIT SURF & RESTORE,0,1,18106,2024-06-12,"LAFAYETTE ROAD (KY 107) (MP 15.681) BEGIN AT US 68B EXTENDING NORTH US 41/ US 68 (MP 18.834), A DISTANCE OF 3.12 MILES. ASPHALT RESURFACING.,FT CAMPBELL BLVD (US 41A) (MP 12.560) BEGIN AT US 68B EXTENDING NORTH TO SOUTH FORK LITTLE RIVER BRIDGE (MP 14.190), A DISTANCE OF 1.63 MILES. ASPHALT RESURFACING.",THIS AUTHORIZATION PROVIDES CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS 10% FOR ENGINEERING.,2024,2024,3365945.0
Pavement Asset Management,District 02,Christian,,KY 107,W 7TH STREET,C,FD05,,1100,252050,1895101C,,BIT SURF & RESTORE,0,0,18951,2025-02-12,"W 7TH STREET (KY 107) (MP 18.835) BEGIN AT US 41 EXTENDING NORTH TO KY 507 (MP 19.844), A DISTANCE OF 1.00 MILES. PAVEMENT (WITH ALTERNATES).",THIS AUTHORIZATION PROVIDES CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS 15% FOR ENGINEERING.,2025,2025,187910.0
Highway Improvement,District 02,Christian,, ,"CLARKSVILLE AREA
MPO",N,FH03,Y450,1100,,1650301N,,NOT APPLICABLE,0,0,16503,2023-05-08,"SUPPORT FOR PLANNING ACTIVITIES IN THE CLARKSVILLE METRO AREA AS SPECIFIED IN THEIR APPROVED ""UNIFIED PLANNING WORK PROGRAM"".","THE TOTAL METRO PROGRAM ESTIMATE IS $71,000. HOWEVER THE LOCAL MATCHING FUNDS, $10,650, WILL NOT FLOW THROUGH THE CABINET AND ARE NOT INCLUDED ABOVE.",2023,2023,3550.0
Highway Improvement,District 02,Christian,, ,"CLARKSVILLE AREA
MPO",N,FH03,Y450,1200,,1650301N,,NOT APPLICABLE,0,0,16503,2023-05-08,"SUPPORT FOR PLANNING ACTIVITIES IN THE CLARKSVILLE METRO AREA AS SPECIFIED IN THEIR APPROVED ""UNIFIED PLANNING WORK PROGRAM"".","THE TOTAL METRO PROGRAM ESTIMATE IS $71,000. HOWEVER THE LOCAL MATCHING FUNDS, $10,650, WILL NOT FLOW THROUGH THE CABINET AND ARE NOT INCLUDED ABOVE.",2023,2023,56800.0
Highway Improvement,District 02,Christian,,CR 1180,"PLEASANT VIEW ACRES DRIVE,OLD ",C,FD39,,1100,,1119201C,,NOT APPLICABLE,0,1,11192,2019-10-22,"RESURFACE PLEASANT VIEW ACRES DRIVE (CR 1180) FROM US 41A EXTENDING EASTERLY TO THE END OF COUNTY MAINTENANCE FOR APPROXIMATELY 0.266 MILE.,RESURFACE OLD PALESTINE ROAD (CR 1406) FROM KY 800 EXTENDING SOUTHERLY TO PLEASANT GROVE ROAD FOR APPROXIMATELY 3.300 MILES.,RESURFACE NORTH RIDGE DRIVE (CR 1129) FROM BILLY GOAT HILL ROAD EXTENDING NORTHWESTERLY TO THE END OF COUNTY MAINTENANCE FOR APPROXIMATELY 0.346 MILE.,RESURFACE NEWTON LANE (CR 1197) FROM MILLER MILL ROAD EXTENDING SOUTHERLY TO KY 117 FOR APPROXIMATELY 2.116 MILES.","THIS AUTHORIZATION PROVIDES $555,369 FD39 FUNDS FOR THE PROJECT.  AS PER AGREEMENT, THE CABINET WILL REIMBURSE CHRISTIAN COUNTY UP TO $555,369 FOR THIS PROJECT.  LPA CONTRACT.  LPI",2020,2020,555369.0
Highway Improvement,District 02,Christian,,CR 1180,"PLEASANT VIEW ACRES DRIVE,OLD ",C,FD39,,1100,,1119201C,,NOT APPLICABLE,1,1,11192,2021-03-18,"RESURFACE PLEASANT VIEW ACRES DRIVE (CR 1180) FROM US 41A EXTENDING EASTERLY TO THE END OF COUNTY MAINTENANCE FOR APPROXIMATELY 0.266 MILE.,RESURFACE OLD PALESTINE ROAD (CR 1406) FROM KY 800 EXTENDING SOUTHERLY TO PLEASANT GROVE ROAD FOR APPROXIMATELY 3.300 MILES.,RESURFACE NORTH RIDGE DRIVE (CR 1129) FROM BILLY GOAT HILL ROAD EXTENDING NORTHWESTERLY TO THE END OF COUNTY MAINTENANCE FOR APPROXIMATELY 0.346 MILE.,RESURFACE NEWTON LANE (CR 1197) FROM MILLER MILL ROAD EXTENDING SOUTHERLY TO KY 117 FOR APPROXIMATELY 2.116 MILES.","THIS MOD RELEASES $10,403 UNOBLIGATED FD39 FUNDS FROM THE PROJECT.  LPI",2020,2021,0.0
Highway Improvement,District 02,Christian,99-00352.16,CS 1547,CS 1547,U,FD52,,1100,,1343101U,,ROADWAY SFTY-CAPITAL,0,0,13431,2022-01-19,CSX RAIL CROSSING CLOSURE ON 5TH STREET (CS 1547) IN CHRISTIAN COUNTY. (DOT#345270D),"OBLIGATE $7,500 (FD52) FUNDS FOR THE UTILITY PHASE OF THE PROJECT.  JL",2022,2022,1125.0
Highway Improvement,District 02,Christian,,CR 1157,"SHEPHERD ROAD,OLD EDWARDS MILL",C,CB01,,1100,,1406701C,0.0180,DRAINAGE STRUCTURE,0,0,14067,2021-09-30,"CULVERT REPLACEMENT LOCATED 0.095 MILES WEST OF KY 91 AT MILEPOINT 0.095,CULVERT REPLACEMENT LOCATED 0.500 MILES EAST OF EDWARDS MILL ROAD AT MILEPOINT 2.960,CULVERT REPLACEMENT LOCATED 0.300 MILES EAST OF KY 1027 AT MILEPOINT 0.300",COUNTY IS RESPONSIBLE FOR ALL PHASES OF WORK (SEE AGREEMENT).,2022,2022,80000.0
Highway Improvement,District 02,Christian,99-00352.16,CS 1548,CS 1548,U,FD52,ZS50,1200,,1343201U,,ROADWAY SFTY-CAPITAL,0,0,13432,2022-01-19,CSX RAIL CROSSING CLOSURE ON 6TH STREET (CS 1548) IN CHRISTIAN COUNTY. (DOT#345269J) ,"OBLIGATE $7,500 (FD52) FUNDS FOR THE UTILITY PHASE OF THE PROJECT.  JL",2022,2022,6375.0
Highway Improvement,District 02,Christian,,CR 1180,"PLEASANT VIEW ACRES DRIVE,OLD ",C,FD39,,1100,,1119201C,,NOT APPLICABLE,1,1,11192,2021-03-18,"RESURFACE PLEASANT VIEW ACRES DRIVE (CR 1180) FROM US 41A EXTENDING EASTERLY TO THE END OF COUNTY MAINTENANCE FOR APPROXIMATELY 0.266 MILE.,RESURFACE OLD PALESTINE ROAD (CR 1406) FROM KY 800 EXTENDING SOUTHERLY TO PLEASANT GROVE ROAD FOR APPROXIMATELY 3.300 MILES.,RESURFACE NORTH RIDGE DRIVE (CR 1129) FROM BILLY GOAT HILL ROAD EXTENDING NORTHWESTERLY TO THE END OF COUNTY MAINTENANCE FOR APPROXIMATELY 0.346 MILE.,RESURFACE NEWTON LANE (CR 1197) FROM MILLER MILL ROAD EXTENDING SOUTHERLY TO KY 117 FOR APPROXIMATELY 2.116 MILES.","THIS MOD RELEASES $10,403 UNOBLIGATED FD39 FUNDS FROM THE PROJECT.  LPI",2021,2021,-10403.0
Highway Improvement,District 02,Christian,99-00352.16,CS 1548,CS 1548,U,FD52,,1100,,1343201U,,ROADWAY SFTY-CAPITAL,0,0,13432,2022-01-19,CSX RAIL CROSSING CLOSURE ON 6TH STREET (CS 1548) IN CHRISTIAN COUNTY. (DOT#345269J) ,"OBLIGATE $7,500 (FD52) FUNDS FOR THE UTILITY PHASE OF THE PROJECT.  JL",2022,2022,1125.0
Highway Improvement,District 02,Christian,99-00352.16,CS 1108,CS 1108,C,FD52,ZS5E,1200,,1343301C,,ROADWAY SFTY-CAPITAL,0,1,13433,2022-01-19,ADD GATES TO EXISTING FLASHING LIGHTS AND BELL SYSTEM AT CSX RR CROSSING ON THE 7TH STREET (CS 1108) CROSSING IN CHRISTIAN COUNTY. (DOT#345268C),"OBLIGATE $300,000 (FD52) FUNDS TO THE UTILITY PHASE OF THE PROJECT AND $15,000 (FD52) FUNDS TO THE CONSTRUCTION PHASE OF THE PROJECT.  JL",2022,2022,12750.0
Highway Improvement,District 02,Christian,99-00352.16,CS 1108,CS 1108,U,FD52,ZS50,1200,,1343301C,,ROADWAY SFTY-CAPITAL,0,1,13433,2022-01-19,ADD GATES TO EXISTING FLASHING LIGHTS AND BELL SYSTEM AT CSX RR CROSSING ON THE 7TH STREET (CS 1108) CROSSING IN CHRISTIAN COUNTY. (DOT#345268C),"OBLIGATE $300,000 (FD52) FUNDS TO THE UTILITY PHASE OF THE PROJECT AND $15,000 (FD52) FUNDS TO THE CONSTRUCTION PHASE OF THE PROJECT.  JL",2022,2022,255000.0
Safety,District 02,Christian,,KY 109,KY 109,C,FD05,,1100,254501,1906301C,,BIT SURF & RESTORE,0,0,19063,2025-03-06,"DAWSON SPRINGS ROAD (KY 109) (MP 17.579) BEGIN AT MJ BOYD ROAD EXTENDING NORTH TO KY 800 (MP 23.336), A DISTANCE OF 5.75 MILES. ASPHALT RESURFACING.",THIS AUTHORIZATION PROVIDES CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS 10% FOR ENGINEERING. ,2025,2025,789910.0
Highway Improvement,District 02,Christian,99-00352.16,CS 1108,CS 1108,C,FD52,,1100,,1343301C,,ROADWAY SFTY-CAPITAL,0,1,13433,2022-01-19,ADD GATES TO EXISTING FLASHING LIGHTS AND BELL SYSTEM AT CSX RR CROSSING ON THE 7TH STREET (CS 1108) CROSSING IN CHRISTIAN COUNTY. (DOT#345268C),"OBLIGATE $300,000 (FD52) FUNDS TO THE UTILITY PHASE OF THE PROJECT AND $15,000 (FD52) FUNDS TO THE CONSTRUCTION PHASE OF THE PROJECT.  JL",2022,2022,2250.0
Highway Improvement,District 02,Christian,02-02039.00,I 24,I 24,C,FD52,,1100,,1986101C,,,0,0,19861,2025-07-18,"PCP REPAIRS ON I-24 BETWEEN MP 69.83 TO MP 88 IN CHRISTIAN COUNTY, KENTUCKY.","THIS AUTHORIZATION PROVIDES $600,000 OF FD52 FUND 1100 NON-PARTICIPATING FUNDS FOR PCP REPAIRS ON I-24 BETWEEN MP 69.83 TO MP 88 IN CHRISTIAN COUNTY, KENTUCKY TO BE CONDUCTED WITH MASTER AGREEMENTS AND STATE FORCES. RBR",2026,2026,600000.0
Highway Improvement,District 02,Christian,02-00227.00,KY 1007,NORTH DRIVE,D,FD04,,1100,,8700101D,1.7200,RECONST W/WIDER LNS,3,3,87001,2024-10-31,RECONSTRUCT KY 1007 FROM US 68 TO SANDERSON ROAD IN HOPKINSVILLE.,"THIS MOD PROVIDES $200,000 FD04 FUNDS TO COVER FINAL DESIGN ACTIVITIES ON THE PROJECT.",2022,2025,0.0
Highway Improvement,District 02,Christian,02-00227.00,KY 1007,NORTH DRIVE,D,FD04,,1100,,8700101D,1.7200,RECONST W/WIDER LNS,3,3,87001,2024-10-31,RECONSTRUCT KY 1007 FROM US 68 TO SANDERSON ROAD IN HOPKINSVILLE.,"THIS MOD PROVIDES $200,000 FD04 FUNDS TO COVER FINAL DESIGN ACTIVITIES ON THE PROJECT.",2024,2025,200000.0
Highway Improvement,District 02,Christian,99-00352.16,CS 1108,CS 1108,U,FD52,,1100,,1343301C,,ROADWAY SFTY-CAPITAL,0,1,13433,2022-01-19,ADD GATES TO EXISTING FLASHING LIGHTS AND BELL SYSTEM AT CSX RR CROSSING ON THE 7TH STREET (CS 1108) CROSSING IN CHRISTIAN COUNTY. (DOT#345268C),"OBLIGATE $300,000 (FD52) FUNDS TO THE UTILITY PHASE OF THE PROJECT AND $15,000 (FD52) FUNDS TO THE CONSTRUCTION PHASE OF THE PROJECT.  JL",2022,2022,45000.0
Highway Improvement,District 02,Christian,, ,HPKINSVILLE-CHRISTIAN COUNTY A,N,BC54,,1300,,1578801N,,NOT APPLICABLE,0,0,15788,2022-09-27,AIRPORT LAYOUT PLAN UPDATE,THIS AGREEMENT IS FOR THE 7.5% MATCH FOR FAA GRANT 3-21-0012-027-2022 FOR AN AIRPORT LAYOUT PLAN UPDATE PROJECT. ,2023,2023,16800.0
Highway Improvement,District 02,Christian,02-00227.00,KY 1007,NORTH DRIVE,D,FD04,,1100,,8700101D,1.7200,RECONST W/WIDER LNS,2,3,87001,2022-06-23,RECONSTRUCT KY 1007 FROM US 68 TO SANDERSON ROAD IN HOPKINSVILLE.,"THIS AUTHORIZATION PROVIDES AN ADDITIONAL $400,000 STATE FD04 FUNDS FOR FINAL DESIGN AND ENVIRONMENTAL ACTIVITIES.",2022,2022,400000.0
Highway Improvement,District 02,Christian,, ,"CLARKSVILLE AREA
MPO",P,FH03,Y450,1200,,1916001P,,NOT APPLICABLE,0,0,19160,2025-04-03,"SUPPORT FOR PLANNING ACTIVITIES IN THE CLARKSVILLE METRO AREA AS SPECIFIED IN THEIR APPROVED ""UNIFIED PLANNING WORK PROGRAM"".","THE TOTAL METRO PROGRAM ESTIMATE IS $74,000 HOWEVER THE LOCAL MATCHING FUNDS $7,400 WILL NOT FLOW THROUGH THE CABINET AND ARE NOT INCLUDED ABOVE.",2025,2025,59200.0
Highway Improvement,District 02,Christian,, ,"CLARKSVILLE AREA
MPO",P,FH03,Y450,1100,,1916001P,,NOT APPLICABLE,0,0,19160,2025-04-03,"SUPPORT FOR PLANNING ACTIVITIES IN THE CLARKSVILLE METRO AREA AS SPECIFIED IN THEIR APPROVED ""UNIFIED PLANNING WORK PROGRAM"".","THE TOTAL METRO PROGRAM ESTIMATE IS $74,000 HOWEVER THE LOCAL MATCHING FUNDS $7,400 WILL NOT FLOW THROUGH THE CABINET AND ARE NOT INCLUDED ABOVE.",2025,2025,7400.0
Highway Improvement,District 02,Christian,02-00385.00,KY 115,PEMBROKE-OAK GROVE RD SOUTH MA,D,FD04,,1100,,9515401D,,NEW ROUTE,2,3,95154,2019-09-18,"KY 115 TO US 41 CONNECTOR NEAR PEMBROKE, KENTUCKY IN CHRISTIAN COUNTY FOR COMMERCE INDUSTRIAL PARK ECONOMIC DEVELOPMENT OPPORTUNITIES. (2018BOP)","THIS MOD PROVIDES ADDITIONAL $100,000 OF FD04 STATE FUNDS FOR DESIGN AND ENVIRONMENTAL.",2020,2020,100000.0
Highway Improvement,District 02,Christian,,KY 115,PEMBROKE-OAK GROVE RD SOUTH MA,D,FD04,,1100,,9515401D,,NEW ROUTE,3,3,95154,2021-01-14,"KY 115 TO US 41 CONNECTOR NEAR PEMBROKE, KENTUCKY IN CHRISTIAN COUNTY FOR COMMERCE INDUSTRIAL PARK ECONOMIC DEVELOPMENT OPPORTUNITIES. (2018BOP)","THIS MODIFICATION PROVIDES $100,000 ADDITIONAL FD04 FUNDS TO COMPLETE ENVIRONMENTAL.",2021,2021,100000.0
Highway Improvement,District 02,Christian,02-00385.00,KY 115,PEMBROKE-OAK GROVE RD SOUTH MA,D,FD04,,1100,,9515401D,,NEW ROUTE,3,3,95154,2021-01-14,"KY 115 TO US 41 CONNECTOR NEAR PEMBROKE, KENTUCKY IN CHRISTIAN COUNTY FOR COMMERCE INDUSTRIAL PARK ECONOMIC DEVELOPMENT OPPORTUNITIES. (2018BOP)","THIS MODIFICATION PROVIDES $100,000 ADDITIONAL FD04 FUNDS TO COMPLETE ENVIRONMENTAL.",2020,2021,0.0
Pavement Asset Management,District 02,Christian,,KY 1682,BYPASS ROAD,C,FD05,,1100,242021,1784701C,,BIT SURF & RESTORE,0,0,17847,2024-03-18,"BYPASS ROAD (KY 1682) (MP 5.285) BEGIN 0.031 MILES WEST OF CONCORD LANE EXTENDING EAST TO KY 107 (MP 5.894), A DISTANCE OF 0.60 MILES. ASPHALT RESURFACING.",THIS AUTHORIZATION PROVIDES CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS 15% FOR ENGINEERING.,2024,2024,172155.0
Highway Improvement,District 02,Christian,99-00352.00,CS 1567,EAST 14TH STREET,C,FD52,ZS5E,1200,,9364501C,,ROADWAY SFTY-CAPITAL,3,3,93645,2022-01-19,ADD GATES TO EXISTING FLASHING LIGHTS AND BELL SYSTEM AT CSX CROSSING ON EAST 14TH STREET IN  HOPKINSVILLE.       (DOT #245262L),"THIS AUTHORIZATION PROVIDES $100,000 (FD52) FUNDS FOR THE UTILITY PHASE OF THE PROJECT AND $10,000 (FD52) FUNDS FOR THE CONSTRUCTION PHASE OF THE PROJECT.  JL",2022,2022,9000.0
Highway Improvement,District 02,Christian,99-00352.16,CS 1108,CS 1108,U,FD52,ZS50,1200,,1343301U,,ROADWAY SFTY-CAPITAL,1,1,13433,2022-10-13,ADD GATES TO EXISTING FLASHING LIGHTS AND BELL SYSTEM AT CSX RR CROSSING ON THE 7TH STREET (CS 1108) CROSSING IN CHRISTIAN COUNTY. (DOT#345268C),"THIS AUTHORIZATION OBLIGATES AN ADDITIONAL $109,066 (FD52) FUNDS TO THE UTILITY PHASE OF THE PROJECT.",2022,2023,0.0
Highway Improvement,District 02,Christian,,CS 1580,EAST 12TH STREET IN HOPKINSVIL,U,FD52,33M0,1200,,1085801C,,ROADWAY SFTY-CAPITAL,0,1,10858,2019-08-21,ADD GATES TO EXISTING FLASHING LIGHTS AND BELL SYSTEM AT CSX RR CROSSING ON THE EAST 12TH STREET IN HOPKINSVILLE CROSSING IN CHRISTIAN COUNTY.(345264A) ,"OBLIGATE $300,000 FOR THE UTILITY PHASE AND $15,000 FOR THE CONSTRUCTION PHASE TO COVER CSX AGREEMENT FOR THE PROJECT.  JL",2020,2020,88778.04
Highway Improvement,District 02,Christian,99-00352.16,CS 1108,CS 1108,C,FD52,,1100,,1343301U,,ROADWAY SFTY-CAPITAL,1,1,13433,2022-10-13,ADD GATES TO EXISTING FLASHING LIGHTS AND BELL SYSTEM AT CSX RR CROSSING ON THE 7TH STREET (CS 1108) CROSSING IN CHRISTIAN COUNTY. (DOT#345268C),"THIS AUTHORIZATION OBLIGATES AN ADDITIONAL $109,066 (FD52) FUNDS TO THE UTILITY PHASE OF THE PROJECT.",2022,2023,0.0
Highway Improvement,District 02,Christian,99-00352.16,CS 1108,CS 1108,U,FD52,,1100,,1343301U,,ROADWAY SFTY-CAPITAL,1,1,13433,2022-10-13,ADD GATES TO EXISTING FLASHING LIGHTS AND BELL SYSTEM AT CSX RR CROSSING ON THE 7TH STREET (CS 1108) CROSSING IN CHRISTIAN COUNTY. (DOT#345268C),"THIS AUTHORIZATION OBLIGATES AN ADDITIONAL $109,066 (FD52) FUNDS TO THE UTILITY PHASE OF THE PROJECT.",2022,2023,0.0
Highway Improvement,District 02,Christian,,CR 1086,DAVIS ROAD,C,FD39,,1100,,1427401C,,NOT APPLICABLE,0,1,14274,2021-11-05,REPLACE THE WOODEN STRUCTURE BRIDGE ON DAVIS ROAD (CR 1086) AT APPROXIMATELY MILEPOINT 0.360 TO MILEPOINT 0.375 IN CHRISTIAN COUNTY.,"THIS AUTHORIZATION PROVIDES $500,000 FD39 FUNDS FOR THE PROJECT.  AS PER AGREEMENT, THE CABINET WILL REIMBURSE CHRISTIAN COUNTY UP TO $500,000 FOR THIS PROJECT.  LPA CONTRACT.  LPI",2022,2022,500000.0
Highway Improvement,District 02,Christian,02-00381.00, ,US 41- KY 115 CONNECTOR,U,FD52,,1100,231302,1279701C,,NEW ROUTE,6,6,12797,2025-09-29,"CONSTRUCT NEW CONNECTOR FROM KY 115 SOUTH OF PEMBROKE HEADING WEST TO JUST SOUTH OF THE CSX RAILROAD. (D,R,U UNDER 2-381)",THIS MODIFICATION PROVIDES ADDITIONAL FD52 STP FUNDS WITH STATE MATCHING FUNDS TO COVER CHANGE ORDER NO. 3.,2022,2026,0.0
Rural Roads Projects,District 02,Christian,,KY 345,"KY 345,KY 507,KY 800",C,CB06,,1100,243075,1854701C,9.3820,BIT. RESURFACE,0,0,18547,2024-09-11,"BIT. RESURFACING - FROM KY 117, EXTENDING NORTH TO KY 107. ,BIT. RESURFACING - FROM KY 107, EXTENDING EASTERLY TO GOSPEL OF PEACE RD (CR 1148).,BIT. RESURFACING - FROM KY 189, EXTENDING EASTERLY TO KY 107. ",THIS REFLECTS THE LOW BID PLUS 10% CONSTR. ENGR.,2025,2025,972514.0
Rural Roads Projects,District 02,Christian,,KY 624,"BARKERS MILL ROAD,COX MILL ROA",C,CB06,,1100,213145,1397001C,15.5110,BIT. RESURFACE,0,0,13970,2021-08-31,"FROM THE TENNESSEE-KENTUCKY STATE LINE EXTENDING NORTH TO KY-1453,FROM KY 117 EXTENDING EAST TO 0.310 MILES EAST OF GLASS LN,FROM THE TRIGG COUNTY LINE EXTENDING EAST TO KY 91,FROM KY-800 EXTENDING NORTH TO 0.162 MILES NORTH OF J P GRACE RD",THIS REFLECTS THE LOW BID PLUS 10% CONSTR. ENGR.,2022,2022,1389238.0
Highway Improvement,District 02,Christian,02-00381.00, ,US 41- KY 115 CONNECTOR,R,FD52,Y238,1200,231302,1279701C,,NEW ROUTE,6,6,12797,2025-09-29,"CONSTRUCT NEW CONNECTOR FROM KY 115 SOUTH OF PEMBROKE HEADING WEST TO JUST SOUTH OF THE CSX RAILROAD. (D,R,U UNDER 2-381)",THIS MODIFICATION PROVIDES ADDITIONAL FD52 STP FUNDS WITH STATE MATCHING FUNDS TO COVER CHANGE ORDER NO. 3.,2023,2026,0.0
Highway Improvement,District 02,Christian,,US 68,US 68,C,FD52,,1100,,1947101C,,NOT APPLICABLE,0,0,19471,2025-06-13,JPC SLAB REPAIR ON US 68 IN CHRISTIAN COUNTY,"THIS AUTHORIZATION PROVIDES $100,000 OF FD 52 FUND 1100 NON-PARTICIPATING FUNDS FOR JPC SLAB REPAIR ON US 68 IN CHRISTIAN COUNTY, KENTUCKY TO BE CONSTRUCTED WITH MASTER AGREEMENTS AND STATE FORCES.",2025,2025,100000.0
Highway Improvement,District 02,Christian,99-00352.16,CS 1108,CS 1108,C,FD52,ZS5E,1200,,1343301U,,ROADWAY SFTY-CAPITAL,1,1,13433,2022-10-13,ADD GATES TO EXISTING FLASHING LIGHTS AND BELL SYSTEM AT CSX RR CROSSING ON THE 7TH STREET (CS 1108) CROSSING IN CHRISTIAN COUNTY. (DOT#345268C),"THIS AUTHORIZATION OBLIGATES AN ADDITIONAL $109,066 (FD52) FUNDS TO THE UTILITY PHASE OF THE PROJECT.",2022,2023,0.0
Highway Improvement,District 02,Christian,02-00381.00, ,US 41- KY 115 CONNECTOR,R,FD52,,1100,231302,1279701C,,NEW ROUTE,6,6,12797,2025-09-29,"CONSTRUCT NEW CONNECTOR FROM KY 115 SOUTH OF PEMBROKE HEADING WEST TO JUST SOUTH OF THE CSX RAILROAD. (D,R,U UNDER 2-381)",THIS MODIFICATION PROVIDES ADDITIONAL FD52 STP FUNDS WITH STATE MATCHING FUNDS TO COVER CHANGE ORDER NO. 3.,2024,2026,0.0
Highway Improvement,District 02,Christian,02-03211.00, ,"GREENWAY SYSTEM, PHASE 2",C,FD52,Z302,1200,,9346501C,,NOT APPLICABLE,2,2,93465,2020-01-30,"CONSTRUCT NEW 8 FT TRAIL WHERE PREVIOUS PROJECT TERMINATED THROUGH PARDUE LN, COUNTRY CLUB LN (KY 380), LAFAYETTE RD (KY 107), RAIL CORRIDOR AND TERMINATE AT FOSTON CHAPEL RD IN HOPKINSVILLE.","OBLIGATE ADDITIONAL $67,000 OF FEDERAL TAP FUNDS TO COVER AN INCREASE IN CONSTRUCTION COSTS (MATCH PROVIDED BY CITY OF HOPKINSVILLE).  LPA CONTRACT.  SAC",2020,2020,67000.0
Highway Improvement,District 02,Christian,99-00352.16,CS 1108,CS 1108,U,FD52,,1100,,1343301U,,ROADWAY SFTY-CAPITAL,1,1,13433,2022-10-13,ADD GATES TO EXISTING FLASHING LIGHTS AND BELL SYSTEM AT CSX RR CROSSING ON THE 7TH STREET (CS 1108) CROSSING IN CHRISTIAN COUNTY. (DOT#345268C),"THIS AUTHORIZATION OBLIGATES AN ADDITIONAL $109,066 (FD52) FUNDS TO THE UTILITY PHASE OF THE PROJECT.",2023,2023,16359.9
Pavement Asset Management,District 02,Christian,,KY 1682,EAGLES WAY BYPASS,C,FD05,,1100,212179,1322501C,1.8480,BIT SURF & RESTORE,0,0,13225,2021-05-07,(KY 1682) (MP 0.000) BEGIN AT US 68 EXTENDING EAST TO KY 91 (MP 1.848),THIS AUTHORIZATION PROVIDES CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS 10% FOR ENGINEERING.,2021,2021,365061.0
Highway Improvement,District 02,Christian,99-00352.16,CS 1108,CS 1108,U,FD52,ZS50,1200,,1343301U,,ROADWAY SFTY-CAPITAL,1,1,13433,2022-10-13,ADD GATES TO EXISTING FLASHING LIGHTS AND BELL SYSTEM AT CSX RR CROSSING ON THE 7TH STREET (CS 1108) CROSSING IN CHRISTIAN COUNTY. (DOT#345268C),"THIS AUTHORIZATION OBLIGATES AN ADDITIONAL $109,066 (FD52) FUNDS TO THE UTILITY PHASE OF THE PROJECT.",2023,2023,92706.1
Highway Improvement,District 02,Christian,99-00352.16,CS 1550,CS 1550,C,FD52,ZS5E,1200,,1343401C,,ROADWAY SFTY-CAPITAL,0,1,13434,2022-01-19,ADD GATES TO EXISTING FLASHING LIGHTS AND BELL SYSTEM CSX RR CROSSING ON THE 10TH STREET (CS 1550) CROSSING IN CHRISTIAN COUNTY. (DOT#345266N),"OBLIGATE $300,000 (FD52) FUNDS TO THE UTILITY PHASE OF THE PROJECT AND $15,000 (FD52) FUNDS TO THE CONSTRUCTION PHASE OF THE PROJECT.  JL",2022,2022,12750.0
Highway Improvement,District 02,Christian,99-00352.16,CS 1550,CS 1550,C,FD52,,1100,,1343401C,,ROADWAY SFTY-CAPITAL,0,1,13434,2022-01-19,ADD GATES TO EXISTING FLASHING LIGHTS AND BELL SYSTEM CSX RR CROSSING ON THE 10TH STREET (CS 1550) CROSSING IN CHRISTIAN COUNTY. (DOT#345266N),"OBLIGATE $300,000 (FD52) FUNDS TO THE UTILITY PHASE OF THE PROJECT AND $15,000 (FD52) FUNDS TO THE CONSTRUCTION PHASE OF THE PROJECT.  JL",2022,2022,2250.0
Highway Improvement,District 02,Christian,02-80250.00,KY 107,LAFAYETTE ROAD,U,FD52,Y237,1200,,1505601R,,MINOR WIDENING,3,3,15056,2024-10-07,IMPROVE SAFETY AND MOBILITY BY WIDENING AND CORRECTING GEOMETRIC DEFICIENCIES ON KY 107 FROM MILEPOINT 15.0 TO MILEPOINT 15.6. ,"DEOBLIGATE $800,000 (FD52) FUNDS FROM ITEM# 2-80250.10 (1505602R) AND OBLIGATE $800,000 (FD52) FUNDS TO ITEM# 2-80250.00 (1505601R).",2024,2025,0.0
Highway Improvement,District 02,Christian,02-80250.10,KY 107,LAFAYETTE ROAD,R,FD52,Y237,1200,,1505601R,,MINOR WIDENING,3,3,15056,2024-10-07,IMPROVE SAFETY AND MOBILITY BY WIDENING AND CORRECTING GEOMETRIC DEFICIENCIES ON KY 107 FROM MILEPOINT 15.0 TO MILEPOINT 15.6. ,"DEOBLIGATE $800,000 (FD52) FUNDS FROM ITEM# 2-80250.10 (1505602R) AND OBLIGATE $800,000 (FD52) FUNDS TO ITEM# 2-80250.00 (1505601R).",2025,2025,-640000.0
